,sentence,label
0,"Come here if you want to be nickeled and dimmed. Just got charged $4 for two pieces of whole wheat toast that wasn't even properly toasted. Not a bread basket with jam and honey, oh no, 2 pieces of toast.  I can't believe I just paid $2 for a piece of bread. And if you want whip cream with ur $15 waffles it will cost you $2. Unbelievable, that an upscale place like this would do that. I get better service and tastier food in the diner in BK.","Rate the following statement ""very negative"", ""negative"", ""neutral"", ""positive"", or ""very positive"".
Statement: Come here if you want to be nickeled and dimmed. Just got charged $4 for two pieces of whole wheat toast that wasn't even properly toasted. Not a bread basket with jam and honey, oh no, 2 pieces of toast.  I can't believe I just paid $2 for a piece of bread. And if you want whip cream with ur $15 waffles it will cost you $2. Unbelievable, that an upscale place like this would do that. I get better service and tastier food in the diner in BK.
Response:  Very Negative"
0,"This has been on my excel document of go to's for a long while now and was finally fulfilled last year. \n\nIt was dinner time and we took an elevator up to the level of the restaurant and once you get out, there is a hostess waiting for you. You see the kitchen immediately and the hostess brings you to your table. We didn't have to wait at all. \n\nJust as I hoped for, we got a table right by the window. Perfect view of the Bellagio and their water show. The only thing that ruined the view was cloudy sky. But I wasn't going to let that ruin my dinner.\n\nThe waiter was on top of everything and our glasses were never empty. I ordered the Baked Alaskan Halibut with vegetables and a side of potato gratin. I ordered the side because I had a feeling the portions would be small, but boy was I wrong. The fish was huge and the sauces so delicious. \n\nFor dessert we had the chocolate souffle, which I must say, is DELICIOUS! I still remember the sweet warm chocolate melting in my mouth. Ah, I'd definitely just return for dessert.\n\nThe only reason why I am giving this 4 stars instead of 5 is for one thing. When I took my first bite into my fish, there was a bone in it. And that's just not right. At least it was the only bone in my fish I found.","Rate the following statement ""very negative"", ""negative"", ""neutral"", ""positive"", or ""very positive"".
Statement: This has been on my excel document of go to's for a long while now and was finally fulfilled last year. \n\nIt was dinner time and we took an elevator up to the level of the restaurant and once you get out, there is a hostess waiting for you. You see the kitchen immediately and the hostess brings you to your table. We didn't have to wait at all. \n\nJust as I hoped for, we got a table right by the window. Perfect view of the Bellagio and their water show. The only thing that ruined the view was cloudy sky. But I wasn't going to let that ruin my dinner.\n\nThe waiter was on top of everything and our glasses were never empty. I ordered the Baked Alaskan Halibut with vegetables and a side of potato gratin. I ordered the side because I had a feeling the portions would be small, but boy was I wrong. The fish was huge and the sauces so delicious. \n\nFor dessert we had the chocolate souffle, which I must say, is DELICIOUS! I still remember the sweet warm chocolate melting in my mouth. Ah, I'd definitely just return for dessert.\n\nThe only reason why I am giving this 4 stars instead of 5 is for one thing. When I took my first bite into my fish, there was a bone in it. And that's just not right. At least it was the only bone in my fish I found.
Response:  Positive (3)"
0,"My roommate and I decided to get pedicures on our vacation.  We tried to look up some locations and prices. We couldn't find many places that listed prices but ran across great reviews for the Qua Spa at Cesaer's on yelp and decided to make an appointment. It turns out that Qua is the spa and Color is the salon. We were a little disappointed because we wanted to see what Qua was like.\n\nWe were lead in and given mimosas. The place is very bright white and has a lot of marble. Allyn did my pedicure and was really nice and easy to talk to. The chairs have a great rolling massage option which was better than the typical vibrating chair massage. They also played fun top 40's which my roommate and I bopped along too as we joked around with our pedicurists. Allyn did slough off slightly too much skin because my toe had a tiny trickle of blood ( it's not her fault though, my feet are bone dry and prone to cracking, it also didn't hurt at all). Overall, it was a great experience. The only downside was the price- $100 for just a pedicure, but we figured we were on vacation in Vegas and just shrugged it off!","Rate the following statement ""very negative"", ""negative"", ""neutral"", ""positive"", or ""very positive"".
Statement: My roommate and I decided to get pedicures on our vacation.  We tried to look up some locations and prices. We couldn't find many places that listed prices but ran across great reviews for the Qua Spa at Cesaer's on yelp and decided to make an appointment. It turns out that Qua is the spa and Color is the salon. We were a little disappointed because we wanted to see what Qua was like.\n\nWe were lead in and given mimosas. The place is very bright white and has a lot of marble. Allyn did my pedicure and was really nice and easy to talk to. The chairs have a great rolling massage option which was better than the typical vibrating chair massage. They also played fun top 40's which my roommate and I bopped along too as we joked around with our pedicurists. Allyn did slough off slightly too much skin because my toe had a tiny trickle of blood ( it's not her fault though, my feet are bone dry and prone to cracking, it also didn't hurt at all). Overall, it was a great experience. The only downside was the price- $100 for just a pedicure, but we figured we were on vacation in Vegas and just shrugged it off!
Response:  Positive"
0,This place is great.  The staff is really friendly and the chile verde burrito is fantastic.  You know a mexican restaurant is good when most of the customers are hispanic.  I eat here for lunch three or four times a week.  Best cheap mexican food in Vegas.,"Rate the following statement ""very negative"", ""negative"", ""neutral"", ""positive"", or ""very positive"".
Statement: This place is great.  The staff is really friendly and the chile verde burrito is fantastic.  You know a mexican restaurant is good when most of the customers are hispanic.  I eat here for lunch three or four times a week.  Best cheap mexican food in Vegas.
Response:  Positive"
0,"Where do I start, well, let me just make this short and simple....  We had ordered from them the delivery/ catering option to be delivered on the 24th for a Christmas eve party.    40 guests were invited, that's right 40, and would you believe it, they never show up!!!! I mean, no phone call, nothing, the plans  and evenings of 40 HUMAN BEINGS, customers, potential customers, WERE NOT FED and this is on CHRISTMAS EVE for a party, not that easy to just change plans.  And can you believe as the hosts how we felt, this was beyond something terrible, this was a Christmas Nightmare!!! This place was even called the day before at 2:00 to verify the order.  No excuses on this one.\n\n\n Places like this, who could even possibly do this to their customers, or fail to deliver in this fashion, there should be a law against this, this was just wrong, beware people, on just principle I would say this place in not worthy of ones business, after this incident, I am left speechless, it caused soo much stress and heartache, unbelievable...","Rate the following statement ""very negative"", ""negative"", ""neutral"", ""positive"", or ""very positive"".
Statement: Where do I start, well, let me just make this short and simple....  We had ordered from them the delivery/ catering option to be delivered on the 24th for a Christmas eve party.    40 guests were invited, that's right 40, and would you believe it, they never show up!!!! I mean, no phone call, nothing, the plans  and evenings of 40 HUMAN BEINGS, customers, potential customers, WERE NOT FED and this is on CHRISTMAS EVE for a party, not that easy to just change plans.  And can you believe as the hosts how we felt, this was beyond something terrible, this was a Christmas Nightmare!!! This place was even called the day before at 2:00 to verify the order.  No excuses on this one.\n\n\n Places like this, who could even possibly do this to their customers, or fail to deliver in this fashion, there should be a law against this, this was just wrong, beware people, on just principle I would say this place in not worthy of ones business, after this incident, I am left speechless, it caused soo much stress and heartache, unbelievable...
Response:  Very Negative"
0,"I decided to walk in here on a whim, and kinda regret doing so. The food could have been pretty decent, but it was -extremely- oily. There was a visible puddle of oil left after I scooped the meat and veggies out of the plate they were delivered to, and onto the rice. Outside of that it was fine, it was pleasantly spicy, and would have otherwise been mediocre Chinese food (I prefer thai in any case).\n\nThis is definitely a place geared for delivery. The internal appearance was very dingy, and as another reviewer commented, there are boxes and things sitting around out in the main area. The service wasn't horrible; it's not exactly sit down service; you order from a counter, but I -did- have the food brought to my table. \n\nHad the food not been so greasy (seriously, they could have used 1/4th the oil they did, which still would have been a little much, but certainly within the realm of 'okay' for my standards), and had the internal decor been a bit better (remove the boxes, ensure everything is clean and a bit better lit), and I could see giving this place another star or two...but as it was, I regretted going in.","Rate the following statement ""very negative"", ""negative"", ""neutral"", ""positive"", or ""very positive"".
Statement: I decided to walk in here on a whim, and kinda regret doing so. The food could have been pretty decent, but it was -extremely- oily. There was a visible puddle of oil left after I scooped the meat and veggies out of the plate they were delivered to, and onto the rice. Outside of that it was fine, it was pleasantly spicy, and would have otherwise been mediocre Chinese food (I prefer thai in any case).\n\nThis is definitely a place geared for delivery. The internal appearance was very dingy, and as another reviewer commented, there are boxes and things sitting around out in the main area. The service wasn't horrible; it's not exactly sit down service; you order from a counter, but I -did- have the food brought to my table. \n\nHad the food not been so greasy (seriously, they could have used 1/4th the oil they did, which still would have been a little much, but certainly within the realm of 'okay' for my standards), and had the internal decor been a bit better (remove the boxes, ensure everything is clean and a bit better lit), and I could see giving this place another star or two...but as it was, I regretted going in.
Response:  Neutral"
0,"No wait for a Wednesday night which was nice and the food came out quickly.  Fish and chips were crispy on the outside and still cold on the inside.  Sandwich was ok, but nothing very impressive and definitely not worth the $9.99 price tag.  We sent back the Fish and Chips and it took a pretty long time to get the replacement meal we requested.  Not planning on returning ever again.  Service was quick, except for the replacement meal taking forever.","Rate the following statement ""very negative"", ""negative"", ""neutral"", ""positive"", or ""very positive"".
Statement: No wait for a Wednesday night which was nice and the food came out quickly.  Fish and chips were crispy on the outside and still cold on the inside.  Sandwich was ok, but nothing very impressive and definitely not worth the $9.99 price tag.  We sent back the Fish and Chips and it took a pretty long time to get the replacement meal we requested.  Not planning on returning ever again.  Service was quick, except for the replacement meal taking forever.
Response:  Negative"
0,"Stopped by on our way home from Vegas. The food was good, I actually like their sauce better than Boiling Crab (LA). However, the waitress def could not explain the spice levels to us, they way she talked about the food made me not order as much as I normally do. She basically said the Cajun fries are too hot, and to order the mild sauce because the medium is too hot for her. This was after I told her I like spicy foods. I def could of gone for the medium sauce, and I probably would of tries the Cajun fries if she didn't dissuade me from getting them. Not a great way to sell your product! Would of given then 4 Stars but they made one of my friend chicken wings instead of fried shrimp, it took foreeverrrr for it to get corrected and they still handed is a bill with the chicken wings (their mistake). Would go back but they need to work on their service.","Rate the following statement ""very negative"", ""negative"", ""neutral"", ""positive"", or ""very positive"".
Statement: Stopped by on our way home from Vegas. The food was good, I actually like their sauce better than Boiling Crab (LA). However, the waitress def could not explain the spice levels to us, they way she talked about the food made me not order as much as I normally do. She basically said the Cajun fries are too hot, and to order the mild sauce because the medium is too hot for her. This was after I told her I like spicy foods. I def could of gone for the medium sauce, and I probably would of tries the Cajun fries if she didn't dissuade me from getting them. Not a great way to sell your product! Would of given then 4 Stars but they made one of my friend chicken wings instead of fried shrimp, it took foreeverrrr for it to get corrected and they still handed is a bill with the chicken wings (their mistake). Would go back but they need to work on their service.
Response:  Negative"
0,"When I first moved to LV, the new friends I made took me out to eat here.  I thought, chinese? Why not!  But when I saw the servers rolling carts around I was wondering what kinda restaurant this is.\n\nTHEY SERVE DIM SUM! It was my first time ever having dim sum and I had a good experience here.  I noticed the servers would mad dog you if you didnt want anything from their cart.  I found that funny.  They serve all the dishes a chinese restaurant would serve but they're honey walnut prawns are especially good.\n\nAlthough theres other places I would go first for Dim Sum, Harbor Palace is a good alternative. But then again, its in China Town, and other dim sum spots are close-by. =/","Rate the following statement ""very negative"", ""negative"", ""neutral"", ""positive"", or ""very positive"".
Statement: When I first moved to LV, the new friends I made took me out to eat here.  I thought, chinese? Why not!  But when I saw the servers rolling carts around I was wondering what kinda restaurant this is.\n\nTHEY SERVE DIM SUM! It was my first time ever having dim sum and I had a good experience here.  I noticed the servers would mad dog you if you didnt want anything from their cart.  I found that funny.  They serve all the dishes a chinese restaurant would serve but they're honey walnut prawns are especially good.\n\nAlthough theres other places I would go first for Dim Sum, Harbor Palace is a good alternative. But then again, its in China Town, and other dim sum spots are close-by. =/
Response:  Positive"
0,"I don't get items dry cleaned very often, so when I needed to have a formal dress cleaned, I wasn't sure where to go.  Even though I had coupons in my Bucky Book for three other cleaners, I decided to use Right Touch after reading the Yelp reviews (those other cleaners scored very low, and Right Touch scored very high).  \n\nMy dress had only been worn once, and it had a large dark stain on the front.  The dress was stored in my closet with that stain for over seven years!  I was not sure it could be cleaned at all.  But Right Touch said they would do their best, and they got it completely out!  The dress looks brand new, and I am thrilled!  Plus, the price was incredibly reasonable!  I will definitely use them again for any future dry cleaning needs!!","Rate the following statement ""very negative"", ""negative"", ""neutral"", ""positive"", or ""very positive"".
Statement: I don't get items dry cleaned very often, so when I needed to have a formal dress cleaned, I wasn't sure where to go.  Even though I had coupons in my Bucky Book for three other cleaners, I decided to use Right Touch after reading the Yelp reviews (those other cleaners scored very low, and Right Touch scored very high).  \n\nMy dress had only been worn once, and it had a large dark stain on the front.  The dress was stored in my closet with that stain for over seven years!  I was not sure it could be cleaned at all.  But Right Touch said they would do their best, and they got it completely out!  The dress looks brand new, and I am thrilled!  Plus, the price was incredibly reasonable!  I will definitely use them again for any future dry cleaning needs!!
Response:  Positive"
0,"Another quick lunch led me to this place. I headed straight to the drive-thru and ordered their lunch special: 4 tacos, a drink, and fries for $4.99. They get points for being quick (only waited about 5 minutes) and friendly. Unfortunately, that's about the best thing about this place. I ordered 2 carne asada tacos and 2 al pastor tacos. The tortillas were thick and gummy. The asada was dry and had little flavor. The al pastor was excessively greasy and the fries were forgettable. This might be good drunk food at 4 in the morning, but when you're sober... not so much.","Rate the following statement ""very negative"", ""negative"", ""neutral"", ""positive"", or ""very positive"".
Statement: Another quick lunch led me to this place. I headed straight to the drive-thru and ordered their lunch special: 4 tacos, a drink, and fries for $4.99. They get points for being quick (only waited about 5 minutes) and friendly. Unfortunately, that's about the best thing about this place. I ordered 2 carne asada tacos and 2 al pastor tacos. The tortillas were thick and gummy. The asada was dry and had little flavor. The al pastor was excessively greasy and the fries were forgettable. This might be good drunk food at 4 in the morning, but when you're sober... not so much.
Response: 😐"
0,"Took my husband to Vegas for a surprise 60th, and since deep dish pizza is his favorite meal, checked out the pizza places online and Amore sounded like a good choice. And it didn't let us down. :-)\nWe had the deep dish cheese with extra cheese, and we should have paid attention to the number of people it serves. We ordered a large, because we love pizza, and could only finish about a quarter of it. The thing must have weighed 10 pounds! A very dangerous meal, since you know you should stop eating it, but it tastes so good you just have to have another bite,and another, and another...you get the picture. :-)\n\nSince it was an estimated 25 minutes for the pizza to cook, we decided to have an appetizer. That was the first mistake of our visit. We had the eight piece serving of fried mozzarella triangles. The mistake was not because the mozzarella triangles were not good, they were very good, but they took up more space in the tummy that the pizza could've filled. \n\nAll leftovers were nicely packed up in containers for us to bring back to the hotel. Good thing we had a refrigerator in the room :-) \n\nThe restaurant has a sports atmosphere, clean tables, a lot of sports pictures around the room. Very 50s diner type atmosphere :-)\n\nWe were staying on the strip, so I would recommend visiting Amore if you're renting a car. We actually rented a car for a day (5/1/14) just to make the trip to Amore. The cab fare alone would have been more than the car rental, and that's not including the tip. (According to a web site that estimates cab fares, it was a $60 round trip fare from the Mirage hotel.)\nWill definitely do it again on our next visit back to Vegas :-)","Rate the following statement ""very negative"", ""negative"", ""neutral"", ""positive"", or ""very positive"".
Statement: Took my husband to Vegas for a surprise 60th, and since deep dish pizza is his favorite meal, checked out the pizza places online and Amore sounded like a good choice. And it didn't let us down. :-)\nWe had the deep dish cheese with extra cheese, and we should have paid attention to the number of people it serves. We ordered a large, because we love pizza, and could only finish about a quarter of it. The thing must have weighed 10 pounds! A very dangerous meal, since you know you should stop eating it, but it tastes so good you just have to have another bite,and another, and another...you get the picture. :-)\n\nSince it was an estimated 25 minutes for the pizza to cook, we decided to have an appetizer. That was the first mistake of our visit. We had the eight piece serving of fried mozzarella triangles. The mistake was not because the mozzarella triangles were not good, they were very good, but they took up more space in the tummy that the pizza could've filled. \n\nAll leftovers were nicely packed up in containers for us to bring back to the hotel. Good thing we had a refrigerator in the room :-) \n\nThe restaurant has a sports atmosphere, clean tables, a lot of sports pictures around the room. Very 50s diner type atmosphere :-)\n\nWe were staying on the strip, so I would recommend visiting Amore if you're renting a car. We actually rented a car for a day (5/1/14) just to make the trip to Amore. The cab fare alone would have been more than the car rental, and that's not including the tip. (According to a web site that estimates cab fares, it was a $60 round trip fare from the Mirage hotel.)\nWill definitely do it again on our next visit back to Vegas :-)
Response:  Positive"
