,Unnamed: 0,sentence,label
13,0,This place is great.  The staff is really friendly and the chile verde burrito is fantastic.  You know a mexican restaurant is good when most of the customers are hispanic.  I eat here for lunch three or four times a week.  Best cheap mexican food in Vegas.,3
14,0,"Where do I start, well, let me just make this short and simple....  We had ordered from them the delivery/ catering option to be delivered on the 24th for a Christmas eve party.    40 guests were invited, that's right 40, and would you believe it, they never show up!!!! I mean, no phone call, nothing, the plans  and evenings of 40 HUMAN BEINGS, customers, potential customers, WERE NOT FED and this is on CHRISTMAS EVE for a party, not that easy to just change plans.  And can you believe as the hosts how we felt, this was beyond something terrible, this was a Christmas Nightmare!!! This place was even called the day before at 2:00 to verify the order.  No excuses on this one.\n\n\n Places like this, who could even possibly do this to their customers, or fail to deliver in this fashion, there should be a law against this, this was just wrong, beware people, on just principle I would say this place in not worthy of ones business, after this incident, I am left speechless, it caused soo much stress and heartache, unbelievable...",0
15,0,"I decided to walk in here on a whim, and kinda regret doing so. The food could have been pretty decent, but it was -extremely- oily. There was a visible puddle of oil left after I scooped the meat and veggies out of the plate they were delivered to, and onto the rice. Outside of that it was fine, it was pleasantly spicy, and would have otherwise been mediocre Chinese food (I prefer thai in any case).\n\nThis is definitely a place geared for delivery. The internal appearance was very dingy, and as another reviewer commented, there are boxes and things sitting around out in the main area. The service wasn't horrible; it's not exactly sit down service; you order from a counter, but I -did- have the food brought to my table. \n\nHad the food not been so greasy (seriously, they could have used 1/4th the oil they did, which still would have been a little much, but certainly within the realm of 'okay' for my standards), and had the internal decor been a bit better (remove the boxes, ensure everything is clean and a bit better lit), and I could see giving this place another star or two...but as it was, I regretted going in.",2
16,0,"No wait for a Wednesday night which was nice and the food came out quickly.  Fish and chips were crispy on the outside and still cold on the inside.  Sandwich was ok, but nothing very impressive and definitely not worth the $9.99 price tag.  We sent back the Fish and Chips and it took a pretty long time to get the replacement meal we requested.  Not planning on returning ever again.  Service was quick, except for the replacement meal taking forever.",0
17,0,"Stopped by on our way home from Vegas. The food was good, I actually like their sauce better than Boiling Crab (LA). However, the waitress def could not explain the spice levels to us, they way she talked about the food made me not order as much as I normally do. She basically said the Cajun fries are too hot, and to order the mild sauce because the medium is too hot for her. This was after I told her I like spicy foods. I def could of gone for the medium sauce, and I probably would of tries the Cajun fries if she didn't dissuade me from getting them. Not a great way to sell your product! Would of given then 4 Stars but they made one of my friend chicken wings instead of fried shrimp, it took foreeverrrr for it to get corrected and they still handed is a bill with the chicken wings (their mistake). Would go back but they need to work on their service.",2
18,0,"When I first moved to LV, the new friends I made took me out to eat here.  I thought, chinese? Why not!  But when I saw the servers rolling carts around I was wondering what kinda restaurant this is.\n\nTHEY SERVE DIM SUM! It was my first time ever having dim sum and I had a good experience here.  I noticed the servers would mad dog you if you didnt want anything from their cart.  I found that funny.  They serve all the dishes a chinese restaurant would serve but they're honey walnut prawns are especially good.\n\nAlthough theres other places I would go first for Dim Sum, Harbor Palace is a good alternative. But then again, its in China Town, and other dim sum spots are close-by. =/",1
19,0,"I don't get items dry cleaned very often, so when I needed to have a formal dress cleaned, I wasn't sure where to go.  Even though I had coupons in my Bucky Book for three other cleaners, I decided to use Right Touch after reading the Yelp reviews (those other cleaners scored very low, and Right Touch scored very high).  \n\nMy dress had only been worn once, and it had a large dark stain on the front.  The dress was stored in my closet with that stain for over seven years!  I was not sure it could be cleaned at all.  But Right Touch said they would do their best, and they got it completely out!  The dress looks brand new, and I am thrilled!  Plus, the price was incredibly reasonable!  I will definitely use them again for any future dry cleaning needs!!",4
20,0,"Another quick lunch led me to this place. I headed straight to the drive-thru and ordered their lunch special: 4 tacos, a drink, and fries for $4.99. They get points for being quick (only waited about 5 minutes) and friendly. Unfortunately, that's about the best thing about this place. I ordered 2 carne asada tacos and 2 al pastor tacos. The tortillas were thick and gummy. The asada was dry and had little flavor. The al pastor was excessively greasy and the fries were forgettable. This might be good drunk food at 4 in the morning, but when you're sober... not so much.",2
21,0,"Took my husband to Vegas for a surprise 60th, and since deep dish pizza is his favorite meal, checked out the pizza places online and Amore sounded like a good choice. And it didn't let us down. :-)\nWe had the deep dish cheese with extra cheese, and we should have paid attention to the number of people it serves. We ordered a large, because we love pizza, and could only finish about a quarter of it. The thing must have weighed 10 pounds! A very dangerous meal, since you know you should stop eating it, but it tastes so good you just have to have another bite,and another, and another...you get the picture. :-)\n\nSince it was an estimated 25 minutes for the pizza to cook, we decided to have an appetizer. That was the first mistake of our visit. We had the eight piece serving of fried mozzarella triangles. The mistake was not because the mozzarella triangles were not good, they were very good, but they took up more space in the tummy that the pizza could've filled. \n\nAll leftovers were nicely packed up in containers for us to bring back to the hotel. Good thing we had a refrigerator in the room :-) \n\nThe restaurant has a sports atmosphere, clean tables, a lot of sports pictures around the room. Very 50s diner type atmosphere :-)\n\nWe were staying on the strip, so I would recommend visiting Amore if you're renting a car. We actually rented a car for a day (5/1/14) just to make the trip to Amore. The cab fare alone would have been more than the car rental, and that's not including the tip. (According to a web site that estimates cab fares, it was a $60 round trip fare from the Mirage hotel.)\nWill definitely do it again on our next visit back to Vegas :-)",0
22,0,"If you read my reviews in the past, I'm always writing a very positive and honest review.  Please don't be fooled when you walk in their store.  You will never have anyone come up to you to greet and to help you!  It's because, yes, they have what appears to be cool fish, but if you inquire, they'll sell you an illegal fish, too!  If I was able to give a zero star rating, I feel that would be a too generous of a rating for Trop-aquarium.  So let me expand on the facts I've experienced with this company.  First off Trop-Aquarium is the company that installed my 500 gallon fresh water tank which is built in a double sided wall.  The reason why we chose them was because they were less expensive than all the other quotes we received.  But in this case you really get what you pay for and less.  The reason for obtaining such a large fresh water tank was because I love large fish like big parrot fish and mainly an Arrowana.  We had 35 very large fish in the tank that we paid handsomely to Trop- Aquarium.  One Friday at noon 6 of our large fish died so because Trop- Aquarium maintained our tank, I texted, called and left a message immediately!  No response for a whole 3 days.  By now I'm frantically calling them because all 30 of my expensive fish had died.  Finally they pick up the phone and asked if I had over fed the fish, giggling and that they'll come in a day or two.  However meanwhile I, an unexperienced aquarium maintainer, was told that I need to remove all 30 dead corpses and to buy an airline with air rocks, 2 large buckets, tube everything properly, catch the remainder live fish, place them in the properly tubed buckets all at 12:36 am midnight.  They also offered if I don't know how to just leave the tank with only the dead fish removed, but I was sure all the live fish would've died by the time they came.  When they finally came days after, they realized that they had not glued down the returns.  So all the fish brutally suffocated before dieing.  The Trop-Aquarium technician cleaned the tank, drilled random visible holes in the Clear Vision tank to stick the airline pipe attached to the air rock that I had both purchased.  They verbally admitted to the installation error!  They then replaced our dead fish with 5 fish which were the size of a silver dollar.  Soon after their billing called us and said we owed them over $1000 for the work they did to fix the installation problem they created!  I contacted other aquarium builders and when they saw the tank, all six companies stated and agreed that no one ever would build a tank with no overflow mini tank and returns at the bottom.  Trop-Aquarium did this so that they would be the exclusive company to convert the tank, maintain it and also this way, they'd make a larger profit!  So, in conclusion, if you have limitless amount of money to burn,  want the cheapest specimen of fish in your fish tank, never want to get a timely response, and over all get scammed in the long run, Trop-Aquarium would be perfect for you!!!  Time is the true revealer of how a people are and how companies truly operate.  During my rough 5 year relationship with Trop- Aquarium, I come to realization that making $$$MONEY$$$ is their only priority and having a honest customer oriented business is NOT!!!!!  I WOULD NEVER WISH THIS EXPERIENCE UPON ANYONE ELSE!  You may have to pay a little more initially with another company, but in the long run over all, you will exceed a great amount of money you ever envisioned with Trop-Aquarium.",0
23,0,"I'm writing this review as I am about to embark on another LV journey with the girls.. A bit ago, me & j went on a LV trip- first time going with an other without a group of my girls (was sad they werent there!)\n\nTruth is, I dont really know how to gamble. I hate buffets. So for a person like me, i go to Vegas for the lavish hotels, morning mojitos, the tricked out pools, and the like. Encore provided just that. Anyone that has walked through Encore knows that the colorful interior with the mosaic tiles and slightly asian inspired (subtle) decor makes for sophisticated without crossing the line over to gaudiness.\n\nThe spa lounge area (can see it when one is crossing over to the XS pool area) is soo pristine- i wished my gfs to be there- they would have gotten excited about it more than J! The pool itself has two sections. One is directly connected to the spa and on the other side is the European style \""xs pool\"" - although we didnt see more than 3 brazen topless women, it was a big area for sunning and playing blackjack (same area they do at nighttime at the club)\n\n\nAs for the rooms, we had requested a \""quiet suite\"" since Encore is known to have loud music coming from XS at 4 in the morning.. so we got a north facing room.. Not the greatest view (just small strip plaza) but the King Suite (which is the smallest room at Encore I believe) was pretty spacious for 2 people.\n\nAnother thing- I dont know if anyone else notices but the music they constantly play in the casino is by Kaskade. I've heard at least 3 Kaskade songs during this stay and I remember hearing her 3 years ago when i was in this hotel as well- and i actually went home to look up who this artist was- and has made a permanent spot on my ipod playlist. For those that know of this artists work, it adds a serene element to the casino.\n\nOne of the only negatives to Encore/Wynn properties.. they are so damn far from everything else! We spent most of the trip at this hotel (except for the dinner/show which we cabbed to Bellagio- but the cab driver insisted taking some freeway looking road to get from Encore to Bellagio due to traffic ??)\n\nThey sometimes send deals over- one that i got in the mail which was 3 nights for 300 (incl weekends)- Except J threw it away and we didnt get to use it! So if you get one in the mail, take the offer! This place will be worth your stay.",4
24,0,Awesome indian food and service.,3
25,0,Went to this place and it is the bomb. I had shrimp and it was delicious . I would definitely recommend this place for everyone.,4
26,0,Bomb ramen. All the other food is delicious. Always worth the wait. They can always do most specials any day. Love the atmosphere and service. Never have been let down by this place.,3
27,0,"I had a groupon sat down to order looked at how dirty the menus are, the owner watching a big OLD tv in the dinning room, Nobody in the place, looked kinda like they didnt have the money to maintain the place...Told my wife and Kids LETS GO!!!! If the dinning area looks this bad I can only guess what the kitchen looks like. NO THXs sorry but if you want customers you need to work on your place and put the Guy with the TV in the back out of site......\nP.S the food might be good, I just ran for my life before i tried it...",0
28,0,"We came inside waited for ten minutes to be acknowledge then we had to wait another five to ten minutes  to be seated for a booth as. As we are waiting I seen a booth and the hostess  told me \""that the server was full, so I said okay then once the manager came up she told the hostess to sit us at the same exact booth..... So as we were seated a SPIDER!!!!! crawls across the table.....I'm so done with these MOFOS!!!!!",0
29,0,"There are many other pasta places in town that I'd choose over Olive Garden. But they boyfriend had a gift card and free money is free money, right? The night before we ran a 5K, we decided to pay OG a visit and carb up. \n\nThere was about a 15 minute wait when we arrived on a Friday night. Looking around, there were plenty of tables opened, but I guess they were short on staff. A couple of booths were open at the bar area along with plenty of bar seating but we were never offered a spot there. We decided to wait it out. No biggie. \n\nOur server provided speedy service. No complaints here. They had a great deal going on: three course Italian dinner for $12.95.\n\nAppetizer: You can choose from unlimited salad or soup. I chose the salad. Your typical appetizer salad. My boyfriend got chicken gnocchi soup. This was alright. Gnocchi had a grainy consistency to it. But the soup was tasty. He finished the bowl. Hot and fresh breadsticks were also brought out. No sauce. Sauce is an extra charge. \n\nEntree: I got the three cheese ravioli. Your typical ravioli. I really wish I had hot sauce to give it some flavor. I should seriously carry a bottle of hot sauce in my bag at all times for this! Anyways, my boyfriend got the Penne di Mare. This is pretty good. Small pieces of shrimp with cream sauce over penne pasta. Apparently, scallops were supposed to be in this dish. I didn't see any, but the dish definitely had the scallop-seafoody taste. \n\nDessert: I got the chocolate mousse cake. Pretty darn decadent. I think this was the best part of the meal. But then again, I love anything chocolate. Give me chocolate and I'm easily satisfied. Boyfriend got the strawberry and white chocolate dolcini. This is way too sweet. Stay away. \n\nOverall experience was alright. We got what we came for (carbs, carbs, carbs) and left with a full belly. But the next time I come here will be only when I have a gift card to spend freely.",2
30,0,"Bad service,this place is in need of a manager,someone who understands the business enough to know just because hipsters eat her doesn't mean we need an all hipster crew cooking the food and the most brain dead population of hipsters waiting the tables,also tell the bartender to stop yelling at her employees,it looked like she was going to kill this kid,sad as I was to see this, I was more than happy to walk out......but not after our waitress forgot we were there,dumb bitch",0
31,0,"My wife and daughter like the cheesesteaks, so I wish I liked the sandwiches. Bottom line, the hoagie rolls are stale and gross here, so a cold turkey sandwich is destined for mediocrity. I guess on the positive side it keeps me from eating bread, but to me that's one of the key components of a sandwich done right. Genos doesn't get it right.",0
32,0,"The Bagel Cafe is really under rated. Reminds me of a New York deli, everything is extremely fresh the pastries are AMAZING. \n\nPrice wise could be a little cheaper but if you want a good place to chill and watch Sports all day with some great munchies this is the spot!\n\nWish this place was outside the casino it would do really well on it's own",3
33,0,Dr. Noggle is the best!! She's the only one I allow to touch my back. Great customer service and very personalized. I would recommend this going here to anyone!!,3
34,0,"The pad thai and yellow curry here are both amazing dishes.  They moved from one location further west in the strip mall to the location they are today.  The only place only had about 6 tables in it, where this place is roughly double in size.  \n\nYou'll have no trouble getting a table for lunch.  The lunch pricing is reasonable, and the service is quite good.",3
35,0,"Should chicken salad be white? Isn't chicken and mayo more of a tan color?  \n\nBut no, the salad was so white I thought I was being served a cottage cheese sandwich. The chicken salad lacked any texture, more like mashed potatoes, and hardly any walnuts. It was not a generous sandwich--the only other toppings I recall were lettuce and tomato served on non-artisan bread. \n\nI had remembered the Paradise Bakery at Metrocenter of years ago, okay many years ago, and was impressed with their food then. This sandwich was just okay and the Mediterranean salad was pretty good.\n\nThe parking here is limited and driving through the congested area is a difficult. I would hesitate to visit during the busy hours--there would be no spaces!\n\nSome pluses:  The atmosphere with brick walls, tall ceilings and booths (I love booths).  I liked the bright chunky plates. Their menu is extensive. The acai berry iced tea was great.  \n\nNow if only Paradise was more like Wildflower Bakery, serving artisan bread and generous sandwiches I would be totally happy.",0
36,0,"I will be happy to provide a review of their service if I can ever reach a live person to schedule an appointment with!  I purchased a Living Social voucher for 3 hours of cleaning and have been trying to reach someone to schedule an appointment with for 3 weeks now and it seems there is never a live person working at this place.  I tried to just use their website but there is no place to indicate the living social purchase.  Very frustrating.  If you can't staff your business to take a call from a customer, what can I expect from the service itself?",0
37,0,"Roy's is our favorite restaurant in Las Vegas. Sometimes I get their Prix Fixe menu which costs less than $40 and includes 3 courses from a limited menu. We always get the chocolate lava cake. It's the best, but order it early as it takes about 20 minutes to prepare. \n\nWe go to Roy's to celebrate special occasions. They will usually ask you if you're celebrating anything special when you arrive. If they know that you are, they make the night special by giving you a framed photo of your group along with a chef's choice dessert. \n\nJust a heads' up. We tried their happy hour once and the food specials were incredibly small. The sliders were about the diameter of a quarter. Why bother? LOL. \n\nStil our favorite place, the menu is always changing, the food is great and the service is very personalized.",3
39,0,"Greasy , Wet , soagy . They were out of chicken, so i got a mixed of what ever they had left.",0
40,0,"This place has thali's with different names like Bengali Thali, South Indian Thali etc... thali with names from every part of India.. But each thali has more or less the same food Punjabi food. like chicken tikka nan and Dal. I had ordered south Indian thali and thought he had got the wrong order, when I told him about it, he told me I should have read the menu more carefully. He told me no matter what the name, it only has Punjabi food.. I felt cheated by them and left. they did charge me about $25 for that fake thali..",0
41,0,"Breastnet is a wonderful facility with wonderful people.  Here is my story:\n\nI was completely freaked out after my primary care physician confirmed she felt the same lump in my breast that I did.  My Dr. told me to call an unnamed breast imaging place that my insurance would cover.  They couldn't get me into their place until a month later even though it was to be a diagnostic mammo and ultrasound in response to finding what I thought was a lump.  My husband said we couldn't wait and he called around and found that Breastnet could see us on Monday (this was on the Friday before the Monday).  We were thrilled!  I was too anxious to make it very long.  I was obsessing.\n\nBreastnet was FABULOUS!!!  They responded to how freaked out I was and were very supportive.  The technician was very sweet and helped calm me.  The Dr. was so good with me.  She told me as she did the ultrasound that it all looked good.  I was so relieved.  I squeezed her hand in joy and she was very friendly.  I highly recommend going here if you need to get your mammo and/or ultrasound as soon as you can.  Also, the atmosphere is very calming in general.  Thank you, Breastnet!",4
42,0,"I'm happy with CMI for the most part - the maintenance staff in particular is great. I live in an older building, so it has its own set of age-related problems. With every issue I've had, the maintenance staff has delivered. Very pleasant people, too.\nThe office staff can be difficult at times - I always hang up feeling like I've bothered someone or I'm an annoyance. Wish the candor would change. Regardless, my requests are always fulfilled, and I can't complain about that.",2
43,0,"SUPER PACKED!!! \n\nthere's a stage with velvet red curtains. we had a VIP table but even the VIP section was overcrowded! \n\ndon't get me wrong, i still had fun. but there were just too many damn people!!!!!!!",0
44,0,This place has gone to shits !! The food sucks and the service is horrible ! It used to be good but now it's the worse.. Don't go coz the food is not good n dry n disgusting.. Sorry to say,0
45,0,This hotel had it's ups and downs. Checked in late on Friday night and the non-smoking room we requested was given away so we had to settle with a smoking room. They told us to come to the front desk between 12-3pm the following day to change rooms since they gave our room away so we agreed. \n\nNext day rolls around and after a great time at the pool and gym we called and they kept pushing back the time on when the room would be ready. We wasted 5 hours of our day not being able to leave and waiting for our non smoking room to be available. For someone who comes for the weekend and hours are limited it really sucks to waste time. Finally they gave us a non smoking room after complaining for 5 hours and sounding upset. It was a big disappointment. I'm giving three stars because that was an awful experience but the hotel itself wasn't too bad. The room we got upgraded and it was really nice. \n\nOn a positive light the hotel is in the middle of the strip and it's across the street from Cosmo and Bellagio. Had fun shopping and eating at Gordon Ramsey's Burgr place.,0
46,0,"Ok used to love this place when it first opened, key word used to.\nI will keep it short and simple the servers don't even know what is in a california roll. I always order a cali with all of my sushi because I find it refreshing, everyone knows that everywhere you go a california has crab avacado and cucumber. Well apparently not this place our roll came out and the sever fed us this line about how they were not putting cucumber in the roll anymore because it was cooked............. I know it made no sense to me either. I worked in a real sushi bar for many years so I know my suff, it is sad to me when I have to tell the servers what should be in a california roll. I am over this place.",0
47,0,"This is the worst restaurants ever, I ordered delivery 2 hours ago and it is still not here. I have been to the restaurant couple time and it is so ghetto as hell. I will never and won't recommend to go there anymore.\n\nI am a Chinese, I would not recommend going there for sure.",0
48,0,"Refried fries in stale oil, jelly like gravy and chicken so chewy that Goodyear wants the recipe.. Yep, if that is what you are looking for!",0
49,0,"I want to like the Livermore but I just don't. I was so excited as construction began and must say that the bar is absolutely gorgeous. There are giant windows with decent people watching. Beautiful glassware, beautiful food, beautiful decor. But. and here is the but, I find it so uncomfortable! The layout is weird and seating is limited. The giant windows make it feel a bit as if you're in a fish bowl. And the noise- it gets incredibly loud. Also it gets steamy inside- literally the windows will be covered.\n\nI been twice and ordered classic cocktails- manhattan, old fashioned, whiskey sour. I've never been blown away. The drinks I've had were fine but not outstanding. At 10-12$ a pop that was disappointing. \n\nLoved the spicy nuts and potato chips. The potato chips were on the house though because they only had a half order left.",0
50,0,"We have been twice, thus far, and will be returning Saturday night for the UFC fights. I was disappointed to read so many negative reviews. We have had great service, served good food, and delicious drinks. We liked the variety of people of all ages that patronize The Derby. I hope management takes into consideration the reviews and works to keep our experiences more consistant.",2
51,0,"Salt 'n' Pepper is an amazing place to visit for a healthy and delicious lunch any day of the week.  The shop has a freidnly, relaxing feel to it and you can either sit in or take you food away to enjoy it. \n\nAs it's located on George IV Bridge it's ideal for grabbing something quick and easy on the go.  They have a huge range of sandwich fillings, all of which are fresh and many are locally sourced.  There's smoked meats, cheeses, fresh salad and an extensive selection of sauce to choose from.\n\nI usually go for a turkey wrap with cheese, salad and mayonnaise which costs about \u00a32.90, tastes amazing and is the perfect size for a filling lunch.",3
52,0,Went on a Friday night....waited about 15 minutes for a table.  Longer than average time to get our spinach and artichoke dip app ($7) The lower price meant smaller portion of dip.  Ordered a grilled chicken sandwich tossed in their buzzed wing type sauce. ($9.99)  Entrees came in a timely manner.  Fries are good steak fries with seasoned salt on the table and a number of dipping sauces available.  I got my fries with the mayo/mustard sauce called campfire.  I should say I ordered my fries with it because when the fries arrived the sauce did not come with it.  By the time the sauce arrived the fries and wich were long gone.  I did use them on my second order of fries which came a good 10-15 minutes later.  Iced tea came pretty regularly.,2
53,0,"A nice idea but doesn't quite convert on flavour. \n\nCame here thanks to the itison deal, hoping for some tasty Japanese food. The dumplings were amazing. We ordered more. Everything else was pretty average. Given the choice of tasty dumpling places, I doubt I'll come here again but you could do worse!  fairly cheap if i recall",0
