,question,label
48," Everyday I feed my dog some chocolate bars.
Options:
A. dogs are bigger than chocolate bars
B. If a dog eats chocolate he will die.
C. Chocolate bars taste great with milk",B
49," My knee was scrapped and I put dirt on it.
Options:
A. The wound is dirty.
B. Dirt is natural because it is from nature.
C. Dirt cannot cure or protect the wound.",C
50," Jeremy fetches a bull from the cabinet.
Options:
A. Bull's are usually black while cabinets are usually brown.
B. A bull is much bigger than a cabinet.
C. A bull cannot eat cans of soup in a cabinet.",B
51," the TV is walking away
Options:
A. the TV is for playing videos
B. the TV is missing
C. TV is unmovable",C
52," Something you find at a hotel is n cow shelter
Options:
A. Cow shelter will smell very bad
B. A hotel is much larer than a cow shelter
C. Hotel is only for human guest and no hotel will have cow shelter insider",C
53," He purchased chemical and cement to prepare a sandwich for dinner
Options:
A. no one can buy chemical and cement to make a sandwich
B. vegetables are usually purchased in the car repair shop
C. To make a tasty sandwich add more chemical",A
54," i am going are computer buy on mobile shop
Options:
A. a mobile shop is not computer sale
B. a mobile shop is mini budgets gadgets mobile sale
C. mobile shop is an only mobile sale",C
55," God lives physically on earth
Options:
A. Some people trust that god once lived on the earth
B. God handed the bible to the man piously and returned home
C. The god is a characater wrote by people",C
56," A family do not need a house.
Options:
A. The family lives in a hotel.
B. That family bought a house last week
C. Usually, a family need a house to live in",C
57," We need fire to survive.
Options:
A. Fire helps people cook food
B. Fire doesn't produce oxygen and destroys everything around us.
C. Fire is red in color like blood",B
58," he was given sweets as he failed the exam
Options:
A. he does not like sweets
B. no one celebrates the failure
C. the exam is difficult for him",B
59," the Amazon rainforest does not have any animals on it
Options:
A. the Amazon rainforest's condition is good for animal growth
B. the Amazon rainforest has an abundance of unique animal species on it
C. the Amazon rainforest is the biggest rainforest in the world",B
60," He filled his Car Tank with  water.
Options:
A. Gasoline is flammable while water can quench flames.
B. Water cannot be used to power a Car.
C. The density of water is greater than that of Gasoline.",C
61," They stored food in the ground in summer
Options:
A. They were eating food in the ground
B. Food should be stored in low temperature
C. They put their food in the ground",B
62," dogs can live underwater
Options:
A. dogs haven't organs to breath underwater
B. dogs can swim in the water
C. Some dogs hate the water",A
63," the family adopted a dinosaur to be their new pet
Options:
A. the dinosaurs died out long ago
B. many different animals can make good pets
C. some dinosaurs are carnivorous animals",A
64," Something you find at the road is a t.v.
Options:
A. Road is public place while the house is private
B. Road is for vehicles
C. No one watches t.v. on road.",C
65," Mowing the lawn requires zero people to accomplish the task.
Options:
A. Mowing the lawn costs depends on the area of the lawn
B. You need at least one person, to mow the lawn.
C. He mowing the lawn himself in weekends",B
66," It is easy to see the stars on a clear day.
Options:
A. Stars are shining day and night.
B. Sunlight is many orders of magnitude brighter than starlight.
C. No stars are brighter than the sun for the earth.",B
67," she sipped a shoe
Options:
A. shoes are inedible
B. the shoe is small
C. shoes come in pairs",A
68," Helicopters can speak English
Options:
A. Helicopters flies lower than planes
B. Helicopters are noisy.
C. Helicopters cannot speak at all.",C
69," A normal person has 4 arms
Options:
A. A normal person has 2 legs
B. Arms are shorter than legs
C. A normal person has only 2 arms",C
70," I finished my studies inside the sewer
Options:
A. A sewer is not a place to study
B. Homework is too many and a sewer is dirty
C. A study would not happen in a sewer",A
71," Eating loves me
Options:
A. eating is action
B. eating has no emotions
C. love is fake",B
72," The sun comes out at night
Options:
A. Sun never comes out at night,  the moon and stars do
B. At night,  you can not see the sun clearly
C. The moon reflects the light of the sun at night",A
73," You can use your eyes to eat
Options:
A. People should keep their eyes clean
B. people need to eat and see
C. People use mouth to eat and eyes to see",C
74," onions are grown in the tree
Options:
A. onion layers are like tree rings
B. the tree was growing upper not like an onion
C. onions are not possible to grow in the tree",C
75," You can open a jar with your teeth.
Options:
A. Hair can be used in an emergency.
B. Hair is an emergency.
C. Opening a jar with your teeth is impossible.",C
76," Beer that is drunk by humans is white
Options:
A. white men like drinking beer
B. Beer is made of barley and it is a yellow drink
C. the man in white is drinking beer",B
77," You should leave the lights on when you leave the room.
Options:
A. Some lights can be off automatically
B. The new technology of light can save electricity
C. Leaving the lights on is a waste of electricity",C
78," You can dance anywhere.
Options:
A. It is imppropriate to dance in some places, like the library
B. There are specific place for people to dance
C. Some people don't know how to dance",A
79," A train is used for sailing
Options:
A. Trains travel on rails
B. A train has wagons
C. A train is a form of transport",A
80," The boy wore his new shoes on his back.
Options:
A. The bottom of shoes can be curved just like spines.
B. No one wears shoes on their backs.
C. Shoes are light and can be carried around.",B
81," He drinks energy drinks before sleeping
Options:
A. before praying,  he drinks some energy drinks
B. pray makes you relaxing while energy drinks make you energetic
C. Praying before sleeping is a  great way to sleep peacefully.",B
82," I use grass to cut my lawnmower.
Options:
A. Grass cannot cut a lawnmower.
B. Grass is green and the lawnmower is red.
C. Grass isn't sharp enough to cut a lawnmower",A
83," the owner of the restaurant apologized for the good customer service
Options:
A. almost any restaurant can benefit from good customer service
B. good customer service isn't a fault, so no one should apologize for it
C. To apologize to his friends, he invites them to a restaurant which offers good customer service",B
84," she eats a table for breakfast every day
Options:
A. eggs are usually small while tables are big
B. eggs are edible while tables are inedible
C. eggs do not come from tables",B
85," Molly ordered the AC on
Options:
A. People turn on the AC when it is hot
B. Molly can't live without the AC in summer.
C. Molly cannot control the AC without touching it.",C
86," the comedian performed magic tricks
Options:
A. the magician made the comedian disappear
B. the comedian doesn't like magic tricks
C. the comedian isn't usually a magician",C
87," SHE EAT A MOBILE PHONE
Options:
A. NO ONE EAT MOBILE PHONES
B. MOBILE PHONE IS USUALLY BLACK IN COLOR
C. MOBILE PHONE CANNOT EAT FOOD",A
88," Dolphins are fish.
Options:
A. Dolphins are warm-blooded and breathe air, which are characteristics of mammals, and not fish.
B. Dolphins have fins.
C. Dolphins live in the ocean.",A
89," in summers, always the weather is cold.
Options:
A. sometimes it can be a little cool in summer.
B. summers are the hot seasons.
C. Cold drinks are suitable for summer",B
90," The animals bloomed in the spring
Options:
A. Animals don't bloom like flowers
B. Animals can feed on flowers
C. Spring is the best season for many animals to find food",A
91," The stone can float on the water
Options:
A. wood and stone are different materials
B. Stones are too heavy to float on the water
C. You can find stones and water in the river",B
92," He hide a lion in the closet.
Options:
A. The lions are yellow and the closet is red
B. The lions are smaller than the closet.
C. No owns lions as pets.",C
93," A soldier shot with a guitar.
Options:
A. A guitar serves to make musical sounds.
B. Guitars are usually golden while revolvers are black.
C. A guitar cannot shoot with a revolver.",A
94," Breakfast is eating during the night.
Options:
A. Breakfast is the first meal of the day.
B. Many people don't eat breakfast now
C. The night comes after the day.",A
95," It is easy to find seashells in the forest
Options:
A. the trees are bigger than the seashells
B. seashells don't grow on trees
C. the seashells are harder than the trees",B
96," She went to college to learn how to drive a car
Options:
A. College is too expensive for most people
B. She would never qualify for college
C. Colleges do not typically give driving lessons",C
97," He can fly.
Options:
A. People have no wings so that they can not fly
B. Person can not catch the bird flying in the sky easily
C. people have different desires",A
98," The library is under a river downtown
Options:
A. Libraries aren't built under rivers
B. the Library is near a river
C. A man-made river is in the library",A
99," short is life
Options:
A. short is not a timeframe
B. Some people don't think their lives are short
C. a day is shorter than a year",A
100," Water is not healthy.
Options:
A. Most of the human body is made up of water.
B. The earth is roughly 70% covered in water.
C. Water is essential to all life like air, and is vital.",C
101," eating trash food every day makes you stronger
Options:
A. trash food usually tastes good
B. eating trash food will make you feel happy
C. eating trash food every day makes your body fat and weak",C
102," People like to eat land
Options:
A. there is some food on the land
B. People don't eat earth as food
C. People can't eat dirt",B
103," The reality readers live in is the same as the fictitious worlds authors create in fiction novels.
Options:
A. the fiction describes a world that does not exist
B. The fictitious world's authors create can be the reflection of the author's real world.
C. The fictitious worlds in novels are created by authors for readers in the real world.",A
104," He rides rockets all days
Options:
A. Rockets are much bigger than a bike
B. Rockets are not common transportation tools
C. Rockets are more expensive than a bike",B
105," Planes float on water.
Options:
A. planes are bigger than the small boat
B. Planes fly in the sky, and boats float on water
C. he owns private planes and boats",B
106," I can lit a car
Options:
A. people can drive a car
B. she lifts a book onto her car
C. A car is too heavy for people to lift up",C
107," standing up for long hours is relaxing
Options:
A. standing up can keep you slim
B. you must stand up when your name is called out
C. standing up for a long time will make your body tired",C
108," A stove sits on a pan
Options:
A. pans are usually black or silver
B. A stove can be really hot
C. A pan is much smaller than a stove",C
109," I would like to fry a laptop
Options:
A. frying the laptop will damage the machine
B. I played the laptop while eating fried food
C. I learned to fry potatoes from the laptop",A
110," The goldfish ate a cat.
Options:
A. Goldfish are herbivores
B. Goldfish and cats live on Earth.
C. The cat is lovely.",A
111," I put the leftover food in the oven.
Options:
A. People cook in an oven.
B. You can eat leftover food later.
C. Ovens cannot be used to store food",C
112," Lasagna is often eaten during movies.
Options:
A. Few people eat lasagna during movies.
B. Lasagna is the favorite food of some people.
C. Lasagna is a type of pasta that usually has meat.",A
113," You are more likely to overeat on a full stomach.
Options:
A. Overeating can lead to overweight
B. You can hardly eat anything if your stomach is already full
C. Overeating is not healthy",B
114," the cow had a significant amount of rust
Options:
A. rust is most often reddish in color
B. cows are likely to be found on farms
C. only certain metals can rust",C
115," She turned the sun off.
Options:
A. The sun is too hot
B. The sun is too large
C. Humans cannot control the sun",C
116," I need to heat up some water using the refrigerator
Options:
A. refrigerators have doors
B. refrigerators have low temperatures
C. refrigerators can store food",B
117," The bird rented a room
Options:
A. The bird has no money
B. The bird cannot rent a room
C. There are no rooms for rent",B
118," he always wins the lottery
Options:
A. lottery is usually worn only once by the same party
B. you cannot buy lottery cheat codes
C. the chances of always winning a lotto consistently is very low",C
119," The apple is a well-designed vehicle.
Options:
A. The apple is a fruit and not a vehicle.
B. Apples are red and vehicle have a steering wheel.
C. An apple a day is said to keep the scalpel away.",A
120," people usually have their lunch in the morning
Options:
A. the meal we usually eat in the morning is called breakfast
B. having food in the morning will enhance your energy
C. many young people don't eat in the morning to make time",A
121," The man slipped on the gentle breeze
Options:
A. A gentle breeze is nice in summer
B. It is not possible to slip on a gentle breeze for a man
C. A gentle breeze can also bring fresh air",B
122," the murder case remained a happy event
Options:
A. murders are always solved by police
B. some murders are hidden too well to solve
C. murders are considered awful by most people",C
123," He went to a petrol station to write the exam
Options:
A. There are cars at the petrol station
B. Exams are conducted in the examination hall,  rather than the petrol station
C. It is an unpleasant thing to write the exam.",B
124," only eating fried food makes your diet healthier
Options:
A. being healthy is different for every one
B. fried foods make you fat so they are unhealthy
C. eating fried food can make people feel happy",B
125," Amazon has gone bankrupt
Options:
A. amazon is alive
B. amazon still works well now
C. some companies smaller than Amazon has gone bankrupt",B
126," her favorite organ is the telephone
Options:
A. a telephone is made up of electronic components and an organ is made up of cells
B. telephones are the size of organs
C. telephones can communicate with other organs in the body",A
127," The man went to the doctor because he needed to buy bread
Options:
A. The doctor was hungry after the operation
B. They don't sell food at the doctor's office
C. The doctor likes eating bread very much",B
128," Fish swim in sand.
Options:
A. Fish and sand are in the ocean.
B. Fish live in water.
C. Fish do not eat sand.",B
129," lead is not poisonous
Options:
A. lead can kill you
B. lead used to be in pencils
C. lead has mass",A
130," He put the cat in the fridge
Options:
A. cats can die in a refrigerator for too long
B. cats want to eat the fish in the fridge
C. the cat-like sitting around the fridge",A
131," To be a doctor you must only obtain the faith and trust of your patients.
Options:
A. You can not be a doctor just because you are trustworthy.
B. Doctors are people who treat the sick.
C. Sick people go to the doctor to be diagnosed and treated for their illnesses.",A
132," he put a giraffe on the back of his bike
Options:
A. the giraffe is much bigger than your bike
B. the giraffes are painted the bikes can be any color
C. a giraffe can't eat a bike",A
133," War is a good thing and benefits everyone.
Options:
A. People say bad words during wars
B. Some countries with evil presidents go to war
C. War results in death and injury for millions of people and killing people is evil so war is therefore evil.",C
134," graphs have been known to cause cancer
Options:
A. graphs can display the danger of cancer
B. graphs do no affect human health
C. There are many graphs in the lecture",B
135," The worm swallowed the bird.
Options:
A. the bird is much larger while the worm is much smaller.
B. Worms usually fly while birds simply nest.
C. Birds can't fly to the moon.",A
136," he put some cooking oil in his wine
Options:
A. cooking oil will destroy the taste of the wine
B. cooking oil and wine are liquids
C. cooking oil will float on the wine",A
137," I saw an elephant on a bicycle.
Options:
A. The bike is not hard enough to load an elephant
B. She rides a bike to the zoo to visit elephants
C. the elephant will not eat bikes",A
138," the cow flew away
Options:
A. a fly is on the cow
B. the cow isn't able to fly
C. the cow looks at the flying object",B
139," the TV program entertains the fish
Options:
A. fish don't understand TV programs
B. the TV program taught you how to raise fish
C. the TV program shows the life of fish",A
140," Jerry has orange serfs with flamingos printed on them.
Options:
A. Humans love oranges.
B. Humans are not orange.
C. Flamingos HATE undies.",B
141," His glasses are clear so he wipes them clean
Options:
A. his favorite glasses are the dark glasses.
B. clear glasses don't need to be clean anymore
C. he has multiple pairs of clear glasses",B
142," Zebra swim in the water
Options:
A. Zebra is a land animal, and fish live in water
B. Zebra and a fish are both animal
C. Zebra and fish both eats,sleep and reproduce",A
143," he went for a walk in the woods and was bitten by a shark
Options:
A. sharks are predators and will bite
B. there are no sharks in the woods
C. sharks don't eat the woods",B
144," Some chocolate bars are molded metal.
Options:
A. chocolate bars can be broken easily.
B. chocolate bars are tasty.
C. chocolate bars are made of chocolate.",C
145," He puts the monkeys in the cup.
Options:
A. The monkey is much larger than a cup.
B. Monkeys are fur animals, while cups are made of glass or plastic.
C. Monkeys cannot eat cups.",A
146," The refrigerator cleaned the dirty clothes
Options:
A. A refrigerator does not wash clothes
B. There were too many clothes to wash
C. the refrigerator cannot be used to store clothes",A
147," An apple took a bite out of him.
Options:
A. People is larger than an apple.
B. An apple can not eat people
C. Many people like eating an apple",B
148," He put a car into a fridge
Options:
A. A car is much bigger than a fridge
B. Car is usually red while a fridge is usually gray
C. A car cannot eat the fridge",A
149," Winter is a good time to wear short dresses.
Options:
A. Each season has different clothes.
B. Short dresses are summer clothes.
C. Usually, there will have discounts for buying short dresses in winter",B
150," An anvil is floating in the pond.
Options:
A. Anvils are iron while lakes are water.
B. Anvils are equipped on ships
C. An anvil is very heavy and sinks into the water.",C
151," He rides his apple.
Options:
A. He rides a bike to buy some apples
B. An apple is a kind of fruit and can`t be ridden.
C. Apples are usually red",B
152," It usually snows in Cuba
Options:
A. Cuba is a country in the world
B. Cuba is a really hot country and seldom snow
C. Sometimes it snows in Cuba",B
153," The park ran to him
Options:
A. He ran in the park
B. A park cannot move
C. He cannot run",B
154," he put a semi-truck engine in the s2000
Options:
A. corvette engines are lighter and semi-truck engines have more torque
B. a semi engine is too big and heavy for a honda s2000
C. you cant fit a corvette engine in a semi-truck",B
155," Zookeeper is working at the hospital
Options:
A. Zookeeper is the one who is responsible for the animals at the zoo.
B. Zookeepers keep the zoo clean
C. the zookeeper went to the hospital yesterday",A
156," The boy broke his tooth on a banana pit.
Options:
A. Bananas are not as tangy as the tooth.
B. Bananas grow no pits or seeds.
C. Bananas squash easier than tooth.",B
157," He wrote a book by signing
Options:
A. The book is about how people singing
B. after finish writing this book, she sang a song
C. people write but not sing to make a book",C
158," winter comes in the same time each year
Options:
A. each year the climate changes and winter comes in different time
B. winter is always cold
C. winter comes in different time in different places",A
159," The video game ran away.
Options:
A. the are many video games out there.
B. The most famous video game of all time is the Mario Bros. Series.
C. The video game cannot walk away because it is not alive.",C
160," Hair can be cut at the pharmacy.
Options:
A. Hairdressers and pharmacists earn money.
B. Hair is cut at the hairdresser or barber.
C. Hairdressers are humans like pharmacists.",B
161," when it is hot humidity forms
Options:
A. Humidity is a measure of moisture in the atmosphere.
B. Laundry will not be dry because of the humidity.
C. hotness will evaporate water",C
162," Snowmen are made of sand.
Options:
A. Snowmen can be made on the sand.
B. The waves wash away snowmen on the beach.
C. Snowmen get their name from what they are made of.",C
163," he put the house into the fridge
Options:
A. the fridge is full of food
B. the house is usually bigger than the fridge
C. the house is much more expensive than the fridge",B
164," City Hall adjusted to man's view
Options:
A. City halls do not move
B. We manufacture bow ties in the city hall
C. The city hall does not support itself",A
165," she drove a pencil
Options:
A. she drove to buy some pencils yesterday
B. a pencil is a kind of stationery which cannot be driven
C. a pencil cannot drive because it is inanimate",B
166," I enter in a bottle
Options:
A. a bottle can be filled just with orange juice
B. a bottle is smaller than a person
C. a person can break the bottle",B
167," she eats a pillow after her workout
Options:
A. a pillow is inedible
B. pillows are usually white
C. she takess the bent arm as a pillow",A
168," It is cold and hot outside
Options:
A. It is cold because it is snowing
B. It is hot because the sun is in the perihelion
C. It cannot be cold and hot at the same time",C
169," The girl broke her lamp while ice skating.
Options:
A. Lamps are usually plugged into an outlet and there are no outlets while ice skating
B. Lamps do not have feet to ice skate
C. You do not bring a lamp with you while ice skating.",C
170," It is good to drink saltwater at night
Options:
A. Saltwater at night is bad for health
B. You should not drink too much water at night
C. Health should be maintained by people",A
171," The boy won the race with a cheetah
Options:
A. the cheetah looks different from the boy
B. cheetahs run faster than humans
C. the boy would be happy if he wins the race",B
172," A home is a place for violence.
Options:
A. Safety and Security place is our home.
B. My home is sweet.
C. A home can be changed into a picnic spot.",A
173," I hung a horse in my hallway.
Options:
A. The horse did not match the other decor
B. The horse was in a bad mood
C. No one hung a horse in the hallway",C
174," Lobsters live in the mountains
Options:
A. lobsters are most often red
B. Lobsters never stop growing ad they age
C. Lobsters needs water to live",C
175," Children go to school to laugh
Options:
A. Schools prioritize education over entertainment
B. Schools are boring for some children
C. Children are not capable of laughing",A
176," She flew to church in her new car
Options:
A. She drove her car to the airport
B. Cars are meant to be driven and not flown in the air
C. People can't fly",B
177," Blackberries and strawberries are the same.
Options:
A. Blackberries and strawberries are two different kinds of berries.
B. Blackberries and strawberries taste differently.
C. Blackberries and strawberries are both tasty.",A
178," Freshwater fish can live in the ocean.
Options:
A. Humans catch and eat fish.
B. There are lots of marine animals in the ocean.
C. A fish that lives in freshwater would die in the ocean.",C
179," The men are mowing the lawn because it is raining.
Options:
A. The water helps put out the fire on the grass.
B. The rain makes the grass too dry to mow.
C. The crew doesn't mow the lawn when it is wet outside.",C
180," I took 300 Tylenol tablets to cure my headache.
Options:
A. 300 Tylenol tablets would be too expensive to afford.
B. 300 Tylenol tablets would contain a toxic dose of medicine.
C. 300 Tylenol tablets would increase the size of your head too much.",B
181," Wheels are delicious for human taste
Options:
A. Wheels are not edible for humans
B. People have different taste for food
C. Wheels can be found in cars",A
182," CNN is for sports
Options:
A. CNN covers the news and ESPN covers sports.
B. CNN is on 24/7
C. CNN is on cable.",A
183," Going to a place that is too far to walk requires good tennis.
Options:
A. The means of transportation are designed to give you the possibility to go on long trips where walking becomes infeasible.
B. Tennis is designed to give you the possibility to go on long trips where walking becomes nonviable.
C. The hike is designed to give you the possibility of making long trips where the means of transportation become unviable.",A
184," She flies to the school everyday morning
Options:
A. the bird is flying in the school
B. no one can fly in this world
C. she dreams of being able to fly",B
185," That morning, Kate had dinner and left for work
Options:
A. Kate was late for work and did not have the time for dinner
B. dinner is the meal that one takes in the evening rather than in the morning
C. some people's work is to serve dinner",B
186," The wind pushes the tree upright
Options:
A. Trees grow to be tall
B. The wind cannot push a tree to stand up
C. Trees are normally brown",B
187," Circuses only have animals
Options:
A. Circuses have different types of acts
B. Circuses sell popcorn
C. Kids love the circus",A
188," You need to see to write on paper.
Options:
A. some people can not see, while others can not write
B. Because you can write with your eyes closed.
C. she did not write down what she saw",B
189," the chair plays video games
Options:
A. chairs are unable to play video games
B. chairs are not allowed to play video games
C. it is against the law for chairs to play video games",A
190," robots are omniscient such as humans
Options:
A. Robots are better than humans to accomplish tasks in social networks
B. Robots aren't human anymore but they can use social networks as well.
C. robots simulate human reasoning but they are not human",C
191," A COW EAT A MOUNTAIN
Options:
A. COW CANNOT EAT A MOUNTAIN
B. COW AND MOUNTAIN ARE SAME IN COLOR
C. MOUNTAIN CANNOT EAT COW",A
192," You can only find fish in the ocean
Options:
A. some fish could only live in the ocean
B. Fish live in both lakes and oceans
C. Some fish prefer the lake to the ocean",B
193," Boats can be used for road drives
Options:
A. Boats have anchors to park in the sea
B. Boats can be used in waters for traveling
C. Boats have propellers",B
194," My sister is a male
Options:
A. My sister likes male
B. his sister likes female
C. a sister means a girl, which means female",C
195," the fish live in computers.
Options:
A. Computers are more expensive than the fish
B. Computers don't have water for the fish.
C. People can buy living fish through the computer",B
196," he put a horse in the cage
Options:
A. a horse is much bigger than a cage
B. horse is usually brown cages are usually silver
C. horse can't eat a cage",A
197," I will never die.
Options:
A. No human lives forever.
B. Humans live with oxygen.
C. Humans eat to live.",A
198," Whales can fly
Options:
A. Whales live in the sea, and have no wings to fly
B. Whales can prey on flying birds
C. a whale is bigger than a bird flying in the sky",A
199," When people cry,  tears come out of their ears
Options:
A. people have ears and tears
B. Tears are liquid,  while ears are solid
C. There are no tear ducting in ears",C
200," There is a car in her purse
Options:
A. A car is usually more expensive than a purse
B. A car is bigger than a purse
C. She left her purse in his car",B
201," The human died because it ran out of juice.
Options:
A. some humans like to drink juice
B. humans can still live without juice.
C. some juice tastes sweet while some tastes sour",B
202," the lion likes ice cream
Options:
A. people made ice cream
B. the lion doesn't eat ice cream
C. Lions like eating meats",B
203," You are likely to find Rice bags in a shoe shop
Options:
A. Rice is white and shoes are of leather
B. Rice bags will be available in Grocery shops
C. Rice bags are usually bigger",B
