,question,label
0," The window looks out her
Options:
A. She is wearing clothes and the window is clear
B. Eyes belong to people, not windows
C. Windows doesn't look at people","One of the thins you do in a  plane is jump out the window
Options:
A. Jump out of the plane window is too dangerous to be allowed
B. The window is small for a man
C. The window of a plane can not be open
Response: A
 you can jump out of a window if the window is closed
Options:
A. closing windows all day may lead to bad indoor air quality
B. closed window will block the way you jump
C. jumping out of a window is a dangerous thing
Response: B
 Carter opened the window of the airplane to get some fresh air
Options:
A. the window of the airplane is too small to be opened
B. the window of the airplane is sealed and cannot be opened
C. the air outside of the window is freezing
Response: B
Choose why the following statement is against common sense: ""A"", ""B"", or ""C""
 The window looks out her
Options:
A. She is wearing clothes and the window is clear
B. Eyes belong to people, not windows
C. Windows doesn't look at people
Response:  C"
0," crack addicts are addicted to chocolate milk
Options:
A. chocolate milk is delicious to drink on hot
B. you cannot inject chocolate milk
C. chocolate milk is not addictive","Hummingbirds drink chocolate milk from flowers.
Options:
A. Flowers are more colorful than chocolate milk.
B. Flowers do not produce chocolate milk.
C. There are many different flavors of milk and many different types of flowers.
Response: B
 The chocolate cried
Options:
A. Chocolate is a melting solid therefore cannot cry
B. The chocolate has no eyes to cry
C. The chocolate was too cold
Response: A
 this chocolate can memorize million bits of information
Options:
A. the factual information is that chocolate is made of cocoa
B. chocolate is not used for storing information
C. many people likes eating chocolate
Response: B
Choose why the following statement is against common sense: ""A"", ""B"", or ""C""
 crack addicts are addicted to chocolate milk
Options:
A. chocolate milk is delicious to drink on hot
B. you cannot inject chocolate milk
C. chocolate milk is not addictive
Response:  C"
0," the generator was able to power the continent
Options:
A. the continent need far more power than a generator can produce
B. the generator can produce 10 kilowatts of power
C. the generator is much smaller than the continent","Atlantic is the biggest continent in the world
Options:
A. Atlantic is not big enough
B. Asia is a continent instead of an ocean
C. Atlantic is an ocean instead of a continent
Response: C
 the earth is smaller than the moon
Options:
A. the earth is much bigger than the moon
B. the moon is nearly in round shape
C. the moon is not that far from the earth
Response: A
 There are no cities on the continent of Europe.
Options:
A. Europe is connected to the continent of Asia.
B. The continent of Europe has no native penguins.
C. Paris and Rome are cities in Europe.
Response: C
Choose why the following statement is against common sense: ""A"", ""B"", or ""C""
 the generator was able to power the continent
Options:
A. the continent need far more power than a generator can produce
B. the generator can produce 10 kilowatts of power
C. the generator is much smaller than the continent
Response:  B"
0," Toads are not made of wood
Options:
A. trees can be made for wood
B. a witch can't eat wood
C. a witch is flesh and bones","The bomb is made of wood
Options:
A. Bomb explosion can destroy wood
B. Wood is not the raw material for making bombs
C. Wood and bombs are different in shape
Response: B
 we use a penknife to cut wood
Options:
A. a penknife can be folded
B. a penknife is harder than wood
C. using a penknife to cut wood is a waste of time and strength
Response: C
 The mountain is in the closet
Options:
A. A mountain is bigger than a closet
B. Mountains are made of rocks while closets are made of wood
C. A blanket can't cover a mountain
Response: A
Choose why the following statement is against common sense: ""A"", ""B"", or ""C""
 Toads are not made of wood
Options:
A. trees can be made for wood
B. a witch can't eat wood
C. a witch is flesh and bones
Response: 3 (a witch cannot exist)"
0," She went to the grocery store to get an aneurysm.
Options:
A. An aneurysm is a medical condition.
B. Aneurysms aren't in season.
C. Aneurysms need to be special orders.","He went to the grocery store to buy a red car
Options:
A. You buy apples at the grocery store not cars
B. A car is too big to fit in the grocery store aisles
C. They don't allow red cars in grocery stores
Response: A
 She parachuted into the grocery store from a plane.
Options:
A. If you jumped from a plane to get groceries, you would have no way to get them home.
B. It's difficult to park a plane in a grocery store parking lot.
C. Grocery stores do not carry parachutes.
Response: A
 he bought his new coat at the grocery store
Options:
A. he went to buy vegetables with his new coat on
B. a coat is not sold in grocery stores
C. the owner of the grocery store wore a coat
Response: B
Choose why the following statement is against common sense: ""A"", ""B"", or ""C""
 She went to the grocery store to get an aneurysm.
Options:
A. An aneurysm is a medical condition.
B. Aneurysms aren't in season.
C. Aneurysms need to be special orders.
Response:  C"
0," He pulled the water over his head when he got into bed.
Options:
A. people put covers not water on the bed
B. Water would make people wet and covers would make people dry.
C. Nobody can sleep in the water","He put cookies in water
Options:
A. Cookies are made from water
B. Water would make the cookies dissolve
C. Cookies and water are nutritous
Response: B
 the weather is very hot so he wants to drink hot water
Options:
A. he like to drink hot water when the weather is cold
B. many people prefer ice cola to hot water in hot weather
C. the hot water can't make people feel cooler
Response: C
 Mom put the baby down the water slide to walk to the park
Options:
A. Babies wear diapers and bunny ears not strollers
B. You cannot use a water slide to get a baby to the park
C. Water slides have bubbles and make you wet
Response: B
Choose why the following statement is against common sense: ""A"", ""B"", or ""C""
 He pulled the water over his head when he got into bed.
Options:
A. people put covers not water on the bed
B. Water would make people wet and covers would make people dry.
C. Nobody can sleep in the water
Response: 2"
0," She is hypnotizing a book.
Options:
A. Books are inanimate objects.
B. Books contain much information.
C. Bestsellers of books are very popular.","She ate a book.
Options:
A. Books have a lot of information.
B. People can't eat books.
C. Books are often used as references.
Response: B
 Book is a crop.
Options:
A. Books contain many brands.
B. Books have many carriers.
C. Books are knowledge recorders for human production
Response: C
 Book has calculating function
Options:
A. Booksareasourceofknowledge
B. Books contain a lot.type
C. Books are paper without computational functions.
Response: C
Choose why the following statement is against common sense: ""A"", ""B"", or ""C""
 She is hypnotizing a book.
Options:
A. Books are inanimate objects.
B. Books contain much information.
C. Bestsellers of books are very popular.
Response:  A"
0," Roberts' room is sleeping
Options:
A. A room cannot close his eyes, because he has no eyes, so he can't sleep.
B. Robert won't let the room sleep because he needs to sleep in it first.
C. Robert can sleep in his room","students enhance their academic abilities by sleeping
Options:
A. students should not sleep
B. sleeping is not helpful for the education
C. there is no room for students to sleep
Response: B
 They turned on a fan because the room was cold.
Options:
A. A fan is used to circulate air in the room, and can rotate from side to side.
B. A fan is used to cool a room, so won't be turned on if the room is already cold.
C. A hot room takes a long time to cool down even when a fan is turned on.
Response: B
 he played football in his room with friends
Options:
A. football is normally in white and black color while room is painted mostly in white
B. football is not an indoor game
C. football is in sphere shape while room is in square shape
Response: B
Choose why the following statement is against common sense: ""A"", ""B"", or ""C""
 Roberts' room is sleeping
Options:
A. A room cannot close his eyes, because he has no eyes, so he can't sleep.
B. Robert won't let the room sleep because he needs to sleep in it first.
C. Robert can sleep in his room
Response:  C"
0," Birds like to stay in the same location all year long.
Options:
A. Birds change their habitats depending on the local temperature
B. Cold weather is inconvenient for the bird to survive
C. All year long he is chasing that bird","Birds usually sleep on the ground.
Options:
A. Birds usually sleep in their nests on the trees rather than on the ground.
B. There are many nests on the trees in the world
C. Sometimes bird stands on the ground to have a rest.
Response: A
 Birds fly using their feet.
Options:
A. A seagull is a bird that flies near oceans.
B. Eagles are birds of prey.
C. Birds use their feet to walk, not fly.
Response: C
 The fruit ate the bird from the tree.
Options:
A. Birds have feathers and fly fruits are plants.
B. The fruit has no mouth or teeth.
C. The fruit is born on the tree the bird in the nest.
Response: B
Choose why the following statement is against common sense: ""A"", ""B"", or ""C""
 Birds like to stay in the same location all year long.
Options:
A. Birds change their habitats depending on the local temperature
B. Cold weather is inconvenient for the bird to survive
C. All year long he is chasing that bird
Response: 0 (None)"
0," The boy ate a basketball
Options:
A. Basketballs are high in rubber
B. You cannot eat a basketball
C. Basketballs are round","The boy rides his basketball to school.
Options:
A. Basketballs are round, like bicycle tires.
B. Riding a bicycle and playing basketball are both forms of exercise.
C. Basketballs are not used for transportation.
Response: C
 A basketball could not bounce because it was full of icing.
Options:
A. Basketballs are orange while icing is usually blue.
B. Basketballs can't be filled with icing.
C. Basketballs can be thrown from a long distance.
Response: B
 The little boy ate the tree.
Options:
A. A tree is not an edible food.
B. Trees can have edible parts but a tree itself is not edible.
C. A little boy cannot eat a tree.
Response: A
Choose why the following statement is against common sense: ""A"", ""B"", or ""C""
 The boy ate a basketball
Options:
A. Basketballs are high in rubber
B. You cannot eat a basketball
C. Basketballs are round
Response: 3 (You cannot eat a basketball)"
0," He put a pig into the pan
Options:
A. pigs are usually pink while pans are usually silver
B. a pig is much bigger than a pan
C. pigs cannot use a pan","a pig is flying in the sky
Options:
A. pigs are usually pink while sky is usually blue
B. a pig can not fly in the sky
C. a pig is too heavy to be lift by the cloud
Response: B
 Dog is men's fried pan
Options:
A. Dogs are usually in a lot of colors while pans are usually gray
B. Dogs are not fried pan
C. A man cannot be a dog
Response: B
 A pig flies in the sky
Options:
A. Pigs are pink while birds have wings
B. Pigs cannot fly
C. Birds cannot carry a pig
Response: B
Choose why the following statement is against common sense: ""A"", ""B"", or ""C""
 He put a pig into the pan
Options:
A. pigs are usually pink while pans are usually silver
B. a pig is much bigger than a pan
C. pigs cannot use a pan
Response:  C"
0," waiting in line is for patient people
Options:
A. Something you find at an internet cafe is a customer
B. Some games have more precise rules than others
C. waiting in line is to avoid crowd","Something you find at a internet cafe is a food menu
Options:
A. Food menus are found at most restaurants
B. Food menus can be found on internet sites
C. People often find food menus on the table
Response: A
 queuing is a punishment for destroying order
Options:
A. people who haven't made mistakes should also line up
B. nobody wants to stand in a long queue
C. people who break the rules should be punished more severely
Response: A
 Harry plays golf in the internet cafe
Options:
A. There is no golf course in the internet cafe.
B. Glof course is bigger than internet cafe
C. Internet cafe has more computers than golf course
Response: A
Choose why the following statement is against common sense: ""A"", ""B"", or ""C""
 waiting in line is for patient people
Options:
A. Something you find at an internet cafe is a customer
B. Some games have more precise rules than others
C. waiting in line is to avoid crowd
Response:  B"
0," humans never go to sleep
Options:
A. people who do not sleep for a long time will die
B. humans mostly go to sleep at night
C. sleep help you recover and gain energy","my friend didn't sleep for half a year
Options:
A. if you don't sleep for a long time, you will die
B. my friend is very energetic so he sleeps few
C. my friend has no time to sleep because of lots of work
Response: A
 I never sleep in my life
Options:
A. The average sleep hour in China is around 8 hours a day
B. Sometimes people could work without sleeping for 2 days
C. People need to recover energy through sleeping
Response: C
 People sleep longer than cats, up to 20 hours per day.
Options:
A. Cats sleep during the day while humans sleep at night.
B. Sloth are hyperactive animals who run marathons.
C. Cats spend most of the day and night sleeping than do humans.
Response: C
Choose why the following statement is against common sense: ""A"", ""B"", or ""C""
 humans never go to sleep
Options:
A. people who do not sleep for a long time will die
B. humans mostly go to sleep at night
C. sleep help you recover and gain energy
Response:  B"
0," I can have a haircut at the pharmacy
Options:
A. Hair can be cut at the hairdresser or barber
B. hairdressers and pharmacists both earn money
C. I always like my new style of haircut","I want to have my hair cut because my hair is too short
Options:
A. people cannot have a haircut with long hair
B. A haircut shortens a person's hair
C. a haircut spend a lot of money
Response: B
 Going for a haircut is for eating
Options:
A. Eating and getting a haircut are two conflicting things
B. People can't do two things at the same time for eating and haircutting
C. You can't eat when you have a haircut
Response: C
 I cut my hair longer at the barber's
Options:
A. we can't make hair longer by cutting
B. only good barbers can cut longer hair
C. we can have a new hairstyle by ourselves
Response: A
Choose why the following statement is against common sense: ""A"", ""B"", or ""C""
 I can have a haircut at the pharmacy
Options:
A. Hair can be cut at the hairdresser or barber
B. hairdressers and pharmacists both earn money
C. I always like my new style of haircut
Response: 3"
0," There are four years each season.
Options:
A. different seasons have different temperatures
B. a year can be dived into four seasons
C. a season is shorter than a year","I work 400 days a year.
Options:
A. Leap year recurs every four years and in that year February has29 days.
B. There are only 365 days in a year at most.
C. Hard-working people get their salaries every year.
Response: B
 she is a vegetarian and refuses to eat food
Options:
A. a vegetarian can have different degrees of severity
B. vegetarians also need food to live
C. she became a vegetarian this year
Response: B
 spring is the season of harvest
Options:
A. spring is the season of sowing
B. there are four seasons in one year
C. it rains too much in spring
Response: A
Choose why the following statement is against common sense: ""A"", ""B"", or ""C""
 There are four years each season.
Options:
A. different seasons have different temperatures
B. a year can be dived into four seasons
C. a season is shorter than a year
Response:  C"
0," The giraffe is riding the bicycle.
Options:
A. giraffes have long legs and necks.
B. Giraffes are are incapable of human behavior
C. Giraffes are living creatures.","The giraffe doesn't have a long neck
Options:
A. Giraffes have long necks for genetic reasons
B. Giraffes love to eat leaves using his neck
C. The giraffe is tall and has a long leg and tone
Response: A
 Bob treats giraffes as pets
Options:
A. Giraffes have high blood pressure
B. Giraffes can run
C. Giraffes are too tall to be pets
Response: C
 When I get into my car, I saw a giraffe on the wheel
Options:
A. Giraffes are too big to stay in a car
B. Giraffes are famous for their long neck
C. Giraffes live in Australia
Response: A
Choose why the following statement is against common sense: ""A"", ""B"", or ""C""
 The giraffe is riding the bicycle.
Options:
A. giraffes have long legs and necks.
B. Giraffes are are incapable of human behavior
C. Giraffes are living creatures.
Response:  B"
0," I put on my sunglasses because it was an overcast day.
Options:
A. The sun shines bright in August.
B. Sunglasses aren't needed on overcast days.
C. Overcast days are dreary.","people wear sunglasses on rainy days
Options:
A. Generally speaking, the sunglasses are more expensive than the umbrella
B. People use their hands to hold the umbrella and wear the sunglasses on their eyes
C. Sunglasses can not keep out the sun rain, but umbrellas can
Response: C
 Sunglasses are worn on the eyeballs.
Options:
A. Sunglasses have two legs and a person has two eyeballs.
B. Eyeballs are fragile and sunglasses are hard.
C. Sunglasses are mounted on the ears.
Response: C
 He wear sunglasses because he is short-sighted
Options:
A. Sunglasses is cool
B. Sunglasses help to prevent eyes from being hurt by sunshine
C. Sunglasses doesn't help curing short sight
Response: C
Choose why the following statement is against common sense: ""A"", ""B"", or ""C""
 I put on my sunglasses because it was an overcast day.
Options:
A. The sun shines bright in August.
B. Sunglasses aren't needed on overcast days.
C. Overcast days are dreary.
Response:  B"
0," Kim is dating the garbage.
Options:
A. Relationships take a lot of work.
B. People don't have relationships with garbage.
C. Garbage goes in a garbage can.","Kim is dating the garbage.
Options:
A. Garbage goes in the garbage can.
B. People don't have relationships with garbage.
C. Garbage smells really bad.
Response: B
 People put the garbage can in the basket
Options:
A. Garbage is harmful to most people
B. People should learn to classify garbage
C. The basket is not a place to put garbage
Response: C
 Swimming in a sea with garbage in it is good for the skin.
Options:
A. The dirt and bacterias on the garbage would harm the skin.
B. Turtles die because of the garbage.
C. Moisturizer is good for the skin.
Response: A
Choose why the following statement is against common sense: ""A"", ""B"", or ""C""
 Kim is dating the garbage.
Options:
A. Relationships take a lot of work.
B. People don't have relationships with garbage.
C. Garbage goes in a garbage can.
Response: 2, Choice (B)"
0," A television plays audio only.
Options:
A. A television plays audio, as well as video.
B. I watch the news on the television.
C. The television has a football game on it.","The woman played television
Options:
A. The television is not a woman
B. Television is not a game or sport
C. A game is not the television
Response: B
 The last thing you do when you watch the evening news is turn the television on
Options:
A. you begin to watch televesion
B. you don'watch the evenning news
C. you are finished watching the television
Response: C
 we took television sets to commemorate important days
Options:
A. television sets too expensive to take each time
B. television sets do not serve as a souvenir
C. television sets look all the same
Response: B
Choose why the following statement is against common sense: ""A"", ""B"", or ""C""
 A television plays audio only.
Options:
A. A television plays audio, as well as video.
B. I watch the news on the television.
C. The television has a football game on it.
Response: 0"
0," Rabbits are carnivores
Options:
A. Rabbits eat vegetables and they are herbivores
B. there are many herbivores and carnivorous in the world
C. the carnivorous will prey on the herbivores","The rabbit hunted the deer
Options:
A. Rabbits are herbivores therefore don't hunt deer
B. Deer hunt rabbits
C. Rabbits are too slow to hunt deer
Response: A
 Rabbits eat lions
Options:
A. Lions are carnivores and rabbits are herbivores
B. Lions live on the grassland
C. The lion has a lot of fur
Response: A
 The peasant stripped the rabbit from the lotus root
Options:
A. Rabbits are animal but lotus roots are not
B. Rabbits don't live in lotus roots
C. Rabbits can eat lotus roots
Response: B
Choose why the following statement is against common sense: ""A"", ""B"", or ""C""
 Rabbits are carnivores
Options:
A. Rabbits eat vegetables and they are herbivores
B. there are many herbivores and carnivorous in the world
C. the carnivorous will prey on the herbivores
Response:  C"
0," I put a car inside the fridge.
Options:
A. Car is much bigger than the fridge.
B. People can buy a car and a fridge easily
C. He drove a car to buy a fridge","John drove his car to the moon after dinner
Options:
A. A person can't drive a car to the moon
B. The moon is grey and a car can also be grey
C. The moon is much bigger than a car
Response: A
 He put a fridge into the purse
Options:
A. Fridge is much bugger than a purse
B. Purse can put into the fridge but fridge not
C. Purse is easy to carry but fridge usually not
Response: A
 he put a car into a fridge
Options:
A. Cats are usually yellow while a fridge is usually white
B. a cat does not belong in a fridge
C. a cat cannot eat a fridge
Response: B
Choose why the following statement is against common sense: ""A"", ""B"", or ""C""
 I put a car inside the fridge.
Options:
A. Car is much bigger than the fridge.
B. People can buy a car and a fridge easily
C. He drove a car to buy a fridge
Response: 3"
0," Firetrucks are green
Options:
A. Red can't be green because it's red
B. The color of the firetrucks is red but not green
C. Some people can not discern green and red","The color green is a combination of yellow and red
Options:
A. Yellow and red make the wrong shade of green
B. The colors yellow and red make orange not green
C. You don't have the color yellow, you only have red
Response: B
 the sky is green
Options:
A. the sky looks very beautiful
B. green trees are growing under the sky
C. the color of the sky can't be green
Response: C
 Human blood is green
Options:
A. Human blood contains a large number of red blood cells so it is red
B. Human blood contains plasma
C. Aliens may have green blood
Response: A
Choose why the following statement is against common sense: ""A"", ""B"", or ""C""
 Firetrucks are green
Options:
A. Red can't be green because it's red
B. The color of the firetrucks is red but not green
C. Some people can not discern green and red
Response: 2"
0," Amazon is the only place to shop online.
Options:
A. the best place to shop online is to visit a store in person.
B. He likes to visit a store and then shop online.
C. There are plenty of locations to shop online.","He took the clothes to the repair shop for dry cleaning
Options:
A. There is a dry cleaning shop next to the repair shop
B. The employee of a maintenance shop is cleaning his clothes
C. The repair shop can't dry clean clothes
Response: C
 I bought this book at the new butcher's shop
Options:
A. the book store is next to the butcher's shop
B. butcher's shop does not sell books
C. the owner of butcher's shop likes to read books
Response: B
 a fruit shop is for buying screws and nails
Options:
A. Fruit stores don't usually sell screws and nails
B. The fruit store wants to buy some nails to put things in
C. There is a box full of screws placed in the fruit store
Response: A
Choose why the following statement is against common sense: ""A"", ""B"", or ""C""
 Amazon is the only place to shop online.
Options:
A. the best place to shop online is to visit a store in person.
B. He likes to visit a store and then shop online.
C. There are plenty of locations to shop online.
Response: 1"
0," an aircraft carrier is a human
Options:
A. an aircraft carrier is another type of weapon
B. the most excellent human will be selected to serve on aircraft carriers
C. an aircraft carrier is a large metal ship","mark is a pilot and he assembled an aircraft
Options:
A. he flew the aircraft after the aircraft is assembled
B. a pilot is usually not in charge of the assembling work
C. he wanted to be an assembly work after he retires from his work as a pilot
Response: B
 the government built an aircraft roadway in the train station
Options:
A. the old facilities in the train station need to be rebuilt
B. the government planned to build more aircraft roadways this year
C. aircraft roadway only allows planes to take off and land
Response: C
 The aircraft landed on the highways as normal
Options:
A. Aircraft need a long runway to land
B. Aircraft don't land on highways in normal cases
C. Aircraft need to receive command from land
Response: B
Choose why the following statement is against common sense: ""A"", ""B"", or ""C""
 an aircraft carrier is a human
Options:
A. an aircraft carrier is another type of weapon
B. the most excellent human will be selected to serve on aircraft carriers
C. an aircraft carrier is a large metal ship
Response: 3"
0," Plastic is more expensive than gold.
Options:
A. Gold is a precious metal while plastic is cheap
B. Plastic is man made.
C. gold is heavier than plastic","The water is plastic
Options:
A. Plastic is not liquid
B. Water is usually liquid while plastic is usually clear
C. Plastic can float in water
Response: A
 A man ate plastic box for his health development
Options:
A. Plastic is too hard, it will make more strength for peoples
B. Plastic not a eatable things for humans
C. plastic is a easy thing to burn in the fuel.
Response: B
 a magnet attracts plastic
Options:
A. magnet does not attracts plastic
B. magnet is heavier than plastic
C. magnet is more expensive than plastic
Response: A
Choose why the following statement is against common sense: ""A"", ""B"", or ""C""
 Plastic is more expensive than gold.
Options:
A. Gold is a precious metal while plastic is cheap
B. Plastic is man made.
C. gold is heavier than plastic
Response:  C"
