,question,label
0," I can have a haircut at the pharmacy
Options:
A. Hair can be cut at the hairdresser or barber
B. hairdressers and pharmacists both earn money
C. I always like my new style of haircut","People go to the butcher to have their hair cut.
Options:
A. Butchers cut and prepare meat to sell.
B. Butchers don't have hairdriers
C. butchers cannot dye hair
Response: A
 I had plastic surgery in the pharmacy
Options:
A. the pharmacy doesn't have equipment to do surgery
B. plastic surgery is more expensive than drugs
C. we need to go to the pharmacy in order to cure our diseases
Response: A
 I got a hair cut from the butcher
Options:
A. Butchers' jobs are killing animals
B. Butchers are usually male
C. Butchers have to make a living by themselves
Response: A
Choose why the following statement is against common sense: ""A"", ""B"", or ""C""
 I can have a haircut at the pharmacy
Options:
A. Hair can be cut at the hairdresser or barber
B. hairdressers and pharmacists both earn money
C. I always like my new style of haircut
Response:  B"
0," There are four years each season.
Options:
A. different seasons have different temperatures
B. a year can be dived into four seasons
C. a season is shorter than a year","it is colder in summer than winter
Options:
A. the seasons I like are summer and winter
B. students have vacations in summer and winter
C. the temperature in winter is lower than in summer
Response: C
 The winter is the hottest season in the whole year
Options:
A. There are four seasons in a year, spring, summer, autumn, and the winter
B. The average temperature in the winter is the lowest in the whole year
C. People want to make themselves feel hot in winter
Response: B
 Winter is hotter than summer
Options:
A. Winter temperatures are lower than summer
B. Winter and summer temperatures are different
C. Winter and summer are almost as long
Response: A
Choose why the following statement is against common sense: ""A"", ""B"", or ""C""
 There are four years each season.
Options:
A. different seasons have different temperatures
B. a year can be dived into four seasons
C. a season is shorter than a year
Response: 3"
0," The giraffe is riding the bicycle.
Options:
A. giraffes have long legs and necks.
B. Giraffes are are incapable of human behavior
C. Giraffes are living creatures.","When I get into my car, I saw a giraffe on the wheel
Options:
A. Giraffes are too big to stay in a car
B. Giraffes are famous for their long neck
C. Giraffes live in Australia
Response: A
 A giraffe drove a car
Options:
A. Giraffes are normally reckless drivers
B. A giraffe is too big to fit into a car
C. Giraffes prefer aeroplane instead of cars
Response: B
 bicycles will continue to play important pet in our society
Options:
A. people keep pets
B. bicycles are not pets
C. some people ride bicycles to work
Response: B
Choose why the following statement is against common sense: ""A"", ""B"", or ""C""
 The giraffe is riding the bicycle.
Options:
A. giraffes have long legs and necks.
B. Giraffes are are incapable of human behavior
C. Giraffes are living creatures.
Response:  C"
0," I put on my sunglasses because it was an overcast day.
Options:
A. The sun shines bright in August.
B. Sunglasses aren't needed on overcast days.
C. Overcast days are dreary.","It's raining heavily, people on the street all have a sunglasses on their face
Options:
A. Wearing a sunglasses is cool
B. Some people also want an umbrella on sunny days
C. There is usually no sunshine on rainy days, thus people don't need sunglasses
Response: C
 he thought it would rain soon so he carried sunglasses
Options:
A. it may not rain later
B. sunglasses are used in sunny days
C. accurate forecasting of the weather is difficult
Response: B
 she put on myopia glasses when the sun is dazzling
Options:
A. myopia glasses are not good protection against the strong light
B. she wear myopia glasses when the sun is dazzling
C. it may be harmful to put on myopia glasses when the sun is dazzling
Response: A
Choose why the following statement is against common sense: ""A"", ""B"", or ""C""
 I put on my sunglasses because it was an overcast day.
Options:
A. The sun shines bright in August.
B. Sunglasses aren't needed on overcast days.
C. Overcast days are dreary.
Response: 2 (Sunglasses isn’t necessary for cloudy sky)"
0," Kim is dating the garbage.
Options:
A. Relationships take a lot of work.
B. People don't have relationships with garbage.
C. Garbage goes in a garbage can.","Kim is dating the garbage.
Options:
A. Garbage goes in the garbage can.
B. People don't have relationships with garbage.
C. Garbage smells really bad.
Response: B
 my friend married the dog he loves
Options:
A. my married friend loves his dog
B. human beings can't marry animals
C. my friends who loves animals is married
Response: B
 She dated an alien yesterday.
Options:
A. Some people believe that aliens exist.
B. There is no clear evidence that aliens exist in the world.
C. Dating culture prevails in the United States.
Response: B
Choose why the following statement is against common sense: ""A"", ""B"", or ""C""
 Kim is dating the garbage.
Options:
A. Relationships take a lot of work.
B. People don't have relationships with garbage.
C. Garbage goes in a garbage can.
Response: 2 (People do not typically date objects like trash)"
0," A television plays audio only.
Options:
A. A television plays audio, as well as video.
B. I watch the news on the television.
C. The television has a football game on it.","The woman played television
Options:
A. The television is not a woman
B. Television is not a game or sport
C. A game is not the television
Response: B
 I like to listen to the TV every morning.
Options:
A. Television is for watching, not listening.
B. Every morning there are good shows on TV.
C. Every morning we can listen to birds.
Response: A
 I want to watch TV, so I turn on my MP3.
Options:
A. You can't watch TV on the MP3.
B. The MP3 is cheaper than a television.
C. The MP3 is much smaller than the television.
Response: A
Choose why the following statement is against common sense: ""A"", ""B"", or ""C""
 A television plays audio only.
Options:
A. A television plays audio, as well as video.
B. I watch the news on the television.
C. The television has a football game on it.
Response: 0 (None of these options)"
0," Rabbits are carnivores
Options:
A. Rabbits eat vegetables and they are herbivores
B. there are many herbivores and carnivorous in the world
C. the carnivorous will prey on the herbivores","Rabbits eat lions
Options:
A. Lions are carnivores and rabbits are herbivores
B. Lions live on the grassland
C. The lion has a lot of fur
Response: A
 Rabbits are cold-blooded animals.
Options:
A. A rabbit has two long ears.
B. the cold-blooded snakes will eat rabbits
C. Rabbit is a lovely warm-blooded animal.
Response: C
 a rabbit likes eating meat
Options:
A. meat is going bad and not suitable for a rabbit to eat anymore
B. a rabbit is a herbivorous
C. the rabbit has already had enough food
Response: B
Choose why the following statement is against common sense: ""A"", ""B"", or ""C""
 Rabbits are carnivores
Options:
A. Rabbits eat vegetables and they are herbivores
B. there are many herbivores and carnivorous in the world
C. the carnivorous will prey on the herbivores
Response: 3 (the answer should be option c)"
0," I put a car inside the fridge.
Options:
A. Car is much bigger than the fridge.
B. People can buy a car and a fridge easily
C. He drove a car to buy a fridge","She placed the car into the fridge.
Options:
A. Cars and fridges are made from metal.
B. A car is bigger than a fridge.
C. Cars and fridges can run off petrol.
Response: B
 I drove my car into my hand luggage.
Options:
A. A driven car is lager than a hand luggage.
B. A house garage is built while a hand luggage is made.
C. Hand luggage is smaller than a house garage..
Response: A
 he put a car into a fridge
Options:
A. Cats are usually yellow while a fridge is usually white
B. a cat does not belong in a fridge
C. a cat cannot eat a fridge
Response: B
Choose why the following statement is against common sense: ""A"", ""B"", or ""C""
 I put a car inside the fridge.
Options:
A. Car is much bigger than the fridge.
B. People can buy a car and a fridge easily
C. He drove a car to buy a fridge
Response: 1 (Car is much bigger)"
0," Firetrucks are green
Options:
A. Red can't be green because it's red
B. The color of the firetrucks is red but not green
C. Some people can not discern green and red","The red rose was green.
Options:
A. A red rose cannot be green.
B. The grass grows greener around the red rose.
C. The thorns on the rose also smelled red.
Response: A
 The sky is green is color
Options:
A. The sky can't choose to be green.
B. Sky dislikes to be green in color
C. The sky can never be green in color
Response: C
 He is driving the tree
Options:
A. trees are green while cars are usually black
B. a tree cannot drive a car
C. a tree is not a vehicle
Response: C
Choose why the following statement is against common sense: ""A"", ""B"", or ""C""
 Firetrucks are green
Options:
A. Red can't be green because it's red
B. The color of the firetrucks is red but not green
C. Some people can not discern green and red
Response:  B"
0," Amazon is the only place to shop online.
Options:
A. the best place to shop online is to visit a store in person.
B. He likes to visit a store and then shop online.
C. There are plenty of locations to shop online.","If you want to buy clothes, you must choose to use Amazon.
Options:
A. Shopping on Amazon is very cheap.
B. Clothes on Amazon are not always of quality.
C. Shopping on Amazon is not the only way to buy clothes.
Response: C
 he ordered father from online shop
Options:
A. father is not educated about online shops
B. online shops deliver items covered in a carton while father wear dresses
C. father is a relationship and is not sold in online shops
Response: C
 You can buy animals on Amazon
Options:
A. You can find animals in a shelter
B. Amazon is an e-commerce marketplace
C. Amazon offers a food market for animals
Response: B
Choose why the following statement is against common sense: ""A"", ""B"", or ""C""
 Amazon is the only place to shop online.
Options:
A. the best place to shop online is to visit a store in person.
B. He likes to visit a store and then shop online.
C. There are plenty of locations to shop online.
Response:  A"
0," an aircraft carrier is a human
Options:
A. an aircraft carrier is another type of weapon
B. the most excellent human will be selected to serve on aircraft carriers
C. an aircraft carrier is a large metal ship","I will fly in a submarine tommorrow.
Options:
A. A person could fly on a plane to a place where submarines are kept.
B. Airplanes and submarines are both devices that transport people.
C. Submarines are not designed to fly.
Response: C
 Only humans can fly
Options:
A. Humans are intelligent
B. Humans can fly using planes
C. Humans are not capable of flying
Response: C
 There are many ships on the road.
Options:
A. Ships are made of steel.
B. Ships can carry many people.
C. Ships have no wheels.
Response: C
Choose why the following statement is against common sense: ""A"", ""B"", or ""C""
 an aircraft carrier is a human
Options:
A. an aircraft carrier is another type of weapon
B. the most excellent human will be selected to serve on aircraft carriers
C. an aircraft carrier is a large metal ship
Response:  B"
0," Plastic is more expensive than gold.
Options:
A. Gold is a precious metal while plastic is cheap
B. Plastic is man made.
C. gold is heavier than plastic","gold is harder than diamonds
Options:
A. diamonds are valuable and expensive
B. gold can't be harder than diamonds
C. there are many diamonds in Africa
Response: B
 silver is much more valuable than gold
Options:
A. silver can be used to make toils
B. no silver is more valuable than gold
C. gold is usually used to make jewelry
Response: B
 Gold is very cheap.
Options:
A. when comparing to diamond, gold is cheap.
B. Gold is more expensive than many daily goods
C. Gold is very scarce, so it's very expensive.
Response: C
Choose why the following statement is against common sense: ""A"", ""B"", or ""C""
 Plastic is more expensive than gold.
Options:
A. Gold is a precious metal while plastic is cheap
B. Plastic is man made.
C. gold is heavier than plastic
Response:  A"
