,prompt,label
0,"Context: I watched the first McCain / Obama debate last night . It was full of moments I had to pause the DVR because I had to discuss what they were saying with my husband . I learned a lot about the Iraq war and Afghanistan , and I saw both McCain and Obama make some going points , and I saw them both make some blunders .
Question: How would this person be classified ?
Options:
0.None of the above choices .
1.Liberal
2.Conservative
3.Indpendent
","Choose the correct response: 0, 1, 2, or 3
Context: I watched the first McCain / Obama debate last night . It was full of moments I had to pause the DVR because I had to discuss what they were saying with my husband . I learned a lot about the Iraq war and Afghanistan , and I saw both McCain and Obama make some going points , and I saw them both make some blunders .
Question: How would this person be classified ?
Options:
0.None of the above choices .
1.Liberal
2.Conservative
3.Indpendent

Response: 2"
0,"Context: I watched the first McCain / Obama debate last night . It was full of moments I had to pause the DVR because I had to discuss what they were saying with my husband . I learned a lot about the Iraq war and Afghanistan , and I saw both McCain and Obama make some going points , and I saw them both make some blunders .
Question: What may be a result of her watching the event ?
Options:
0.she becomes angry with her husband
1.She confirms her biases
2.She makes informed decisions
3.None of the above choices .
","Choose the correct response: 0, 1, 2, or 3
Context: I watched the first McCain / Obama debate last night . It was full of moments I had to pause the DVR because I had to discuss what they were saying with my husband . I learned a lot about the Iraq war and Afghanistan , and I saw both McCain and Obama make some going points , and I saw them both make some blunders .
Question: What may be a result of her watching the event ?
Options:
0.she becomes angry with her husband
1.She confirms her biases
2.She makes informed decisions
3.None of the above choices .

Response: 2"
0,"Context: My throat is raw but as yet not infected so I apparently have a virus . However it 's wreaking havoc with my asthma so I wound up having a nebuliser ( it 's like a session of a super - concentrated inhaler ) to help open up my airways . They work but they leave you feeling a little shaky afterwards .
Question: What may have caused your throat to be raw ?
Options:
0.There 's some germs in there .
1.My throat is infected .
2.None of the above choices .
3.It feels that way after I use my inhaler .
","Choose the correct response: 0, 1, 2, or 3
Context: My throat is raw but as yet not infected so I apparently have a virus . However it 's wreaking havoc with my asthma so I wound up having a nebuliser ( it 's like a session of a super - concentrated inhaler ) to help open up my airways . They work but they leave you feeling a little shaky afterwards .
Question: What may have caused your throat to be raw ?
Options:
0.There 's some germs in there .
1.My throat is infected .
2.None of the above choices .
3.It feels that way after I use my inhaler .

Response: ......................."
0,"Context: I exited the plane as rear float , facing forward . One I began riding off the hill I became unstable and worked from my feet to my arms to regain the stablity . First I corrected my feet trying to keep them level and stable .
Question: Why did you exit the plane from a float ?
Options:
0.The pilot wanted to test out the floats and decided to use them
1.The pilot was running a test landing and wanted to see how we did exiting via the floats
2.None of the above choices .
3.The plane had to have an emergency landing and that meant they used an emergency landing procedure which involved the floats
","Choose the correct response: 0, 1, 2, or 3
Context: I exited the plane as rear float , facing forward . One I began riding off the hill I became unstable and worked from my feet to my arms to regain the stablity . First I corrected my feet trying to keep them level and stable .
Question: Why did you exit the plane from a float ?
Options:
0.The pilot wanted to test out the floats and decided to use them
1.The pilot was running a test landing and wanted to see how we did exiting via the floats
2.None of the above choices .
3.The plane had to have an emergency landing and that meant they used an emergency landing procedure which involved the floats

Response: 2"
0,"Context: I spoke with mom a few days before Baby E 's 6month session . She was worried because he was n't sitting up yet that his photos would be the same as his 3month ones . I assured her that he would have WAY more personality in these and we could do some fun things with him . I brought along props to sit him in to help him sit up and we went to town shooting .... this turned out to be one of my favorite sessions I have EVER had .
Question: Is it important to Baby E to have his photo taken ?
Options:
0.It makes no difference to Baby E what is going on around him .
1.Baby E is excited to have is his photo taken no matter the time .
2.Baby E was annoyed with the quality of the 3 month photos and wanted to redo them .
3.None of the above choices .
","Choose the correct response: 0, 1, 2, or 3
Context: I spoke with mom a few days before Baby E 's 6month session . She was worried because he was n't sitting up yet that his photos would be the same as his 3month ones . I assured her that he would have WAY more personality in these and we could do some fun things with him . I brought along props to sit him in to help him sit up and we went to town shooting .... this turned out to be one of my favorite sessions I have EVER had .
Question: Is it important to Baby E to have his photo taken ?
Options:
0.It makes no difference to Baby E what is going on around him .
1.Baby E is excited to have is his photo taken no matter the time .
2.Baby E was annoyed with the quality of the 3 month photos and wanted to redo them .
3.None of the above choices .

Response: 1"
0,"Context: I spoke with mom a few days before Baby E 's 6month session . She was worried because he was n't sitting up yet that his photos would be the same as his 3month ones . I assured her that he would have WAY more personality in these and we could do some fun things with him . I brought along props to sit him in to help him sit up and we went to town shooting .... this turned out to be one of my favorite sessions I have EVER had .
Question: Is it important to Baby E to have his photo taken ?
Options:
0.Baby E is excited to have is his photo taken no matter the time .
1.Baby E was annoyed with the quality of the 3 month photos and wanted to redo them .
2.Baby E has a personality that likes to go to town shooting photos .
3.None of the above choices .
","Choose the correct response: 0, 1, 2, or 3
Context: I spoke with mom a few days before Baby E 's 6month session . She was worried because he was n't sitting up yet that his photos would be the same as his 3month ones . I assured her that he would have WAY more personality in these and we could do some fun things with him . I brought along props to sit him in to help him sit up and we went to town shooting .... this turned out to be one of my favorite sessions I have EVER had .
Question: Is it important to Baby E to have his photo taken ?
Options:
0.Baby E is excited to have is his photo taken no matter the time .
1.Baby E was annoyed with the quality of the 3 month photos and wanted to redo them .
2.Baby E has a personality that likes to go to town shooting photos .
3.None of the above choices .

Response: 2"
0,"Context: After 15 years of paying premiums to Allstate , I have finally started the process of shopping for a new insurance company . I ca n't say I ' ve been unhappy with Allstate but it 's time to see if they are truly giving me a good deal or not . A couple things have caused me to do this .
Question: Why is it a good idea to shop for insurance regularly ?
Options:
0.Sometimes your current insurance will be too complacent with you .
1.None of the above choices .
2.You need to keep your insurance provider on their toes .
3.It helps make sure that you are getting the best deal possible .
","Choose the correct response: 0, 1, 2, or 3
Context: After 15 years of paying premiums to Allstate , I have finally started the process of shopping for a new insurance company . I ca n't say I ' ve been unhappy with Allstate but it 's time to see if they are truly giving me a good deal or not . A couple things have caused me to do this .
Question: Why is it a good idea to shop for insurance regularly ?
Options:
0.Sometimes your current insurance will be too complacent with you .
1.None of the above choices .
2.You need to keep your insurance provider on their toes .
3.It helps make sure that you are getting the best deal possible .

Response: 3"
0,"Context: I ' ve never traditionally been picky about my mouse pad . Any old felt pad I picked up through some promotion booth would suit me fine , and I was none the wiser . I was often irked by the size of these standard pads , finding them too small for FPS gaming or even normal mouse use in a dual - monitor setup . Let me tell you how the Evo - G MP1 mouse pad has forever changed my feelings about a deceptively important accessory . ""
Question: Why did the writer have a problem with the mouse pads ?
Options:
0.They picked the pads up at promotion booths
1.They were too small for FPS gaming
2.Their feelings have been changed since trying the Evo - G MP1 pad
3.They 've never been picky about mouse pads
","Choose the correct response: 0, 1, 2, or 3
Context: I ' ve never traditionally been picky about my mouse pad . Any old felt pad I picked up through some promotion booth would suit me fine , and I was none the wiser . I was often irked by the size of these standard pads , finding them too small for FPS gaming or even normal mouse use in a dual - monitor setup . Let me tell you how the Evo - G MP1 mouse pad has forever changed my feelings about a deceptively important accessory . ""
Question: Why did the writer have a problem with the mouse pads ?
Options:
0.They picked the pads up at promotion booths
1.They were too small for FPS gaming
2.Their feelings have been changed since trying the Evo - G MP1 pad
3.They 've never been picky about mouse pads

Response: 2"
0,"Context: He told me he had dispatched a supervisor to intercept the train / conductor and that an incident report would be sent to RTD and to the ADA . I wrote RTD an e - mail later that night asking for a follow - up as to what was being done , and they said it was under investigation and they would get back to me in 10 - 14 days . I can understand a ticket officer asking me if he 's a service animal , I know he does n't look like the majority of those out there , and I know I do n't look disabled on the outside . That 's ok , and that 's legal .
Question: What 's a possible reason the writer does n't look disabled on the outside ?
Options:
0.Because an incident report would be sent to RTD and to the ADA .
1.Because he does need any special equipment to move around .
2.None of the above choices .
3.Because the writer wrote RTD an e - mail .
","Choose the correct response: 0, 1, 2, or 3
Context: He told me he had dispatched a supervisor to intercept the train / conductor and that an incident report would be sent to RTD and to the ADA . I wrote RTD an e - mail later that night asking for a follow - up as to what was being done , and they said it was under investigation and they would get back to me in 10 - 14 days . I can understand a ticket officer asking me if he 's a service animal , I know he does n't look like the majority of those out there , and I know I do n't look disabled on the outside . That 's ok , and that 's legal .
Question: What 's a possible reason the writer does n't look disabled on the outside ?
Options:
0.Because an incident report would be sent to RTD and to the ADA .
1.Because he does need any special equipment to move around .
2.None of the above choices .
3.Because the writer wrote RTD an e - mail .

Response: 2"
0,"Context: Nine mornings out of ten look just like this in our apartment . Amelia found her way around my preference against costumes specific to a single character by asking Santa at the last minute for a Cinderella costume . The Santa veto .
Question: Why did Amelia ask this question ?
Options:
0.Santa was granting wishes and Amelia wished for it .
1.None of the above choices .
2.She wanted the Cinderella costume for Christmas .
3.Amelia specifically wanted to undermine her mom .
","Choose the correct response: 0, 1, 2, or 3
Context: Nine mornings out of ten look just like this in our apartment . Amelia found her way around my preference against costumes specific to a single character by asking Santa at the last minute for a Cinderella costume . The Santa veto .
Question: Why did Amelia ask this question ?
Options:
0.Santa was granting wishes and Amelia wished for it .
1.None of the above choices .
2.She wanted the Cinderella costume for Christmas .
3.Amelia specifically wanted to undermine her mom .

Response: 2"
0,"Context: So , while i was in the library in my old neighborhood I had my things outside beside one of the trees mostly out of sight . One duffel bag and my backpack was taken . The things I had to eat , all of my spare footwear , my soaps , knives , changes of clothes , toothbrushes , fingernail clippers , razors , etc . all now out of my possession . Evidently it was known it was going to happen , and monday was going to be the day , but I could n't be warned of it , otherwise I would be keeping a closer watch on the things I was carrying .
Question: What did you do after realizing that your things were stolen ?
Options:
0.I set about reporting the theft to the campus security but I knew nothing would come of it
1.I bought the replacements immediately
2.I let it go because I thought there was no point doing anything
3.None of the above choices .
","Choose the correct response: 0, 1, 2, or 3
Context: So , while i was in the library in my old neighborhood I had my things outside beside one of the trees mostly out of sight . One duffel bag and my backpack was taken . The things I had to eat , all of my spare footwear , my soaps , knives , changes of clothes , toothbrushes , fingernail clippers , razors , etc . all now out of my possession . Evidently it was known it was going to happen , and monday was going to be the day , but I could n't be warned of it , otherwise I would be keeping a closer watch on the things I was carrying .
Question: What did you do after realizing that your things were stolen ?
Options:
0.I set about reporting the theft to the campus security but I knew nothing would come of it
1.I bought the replacements immediately
2.I let it go because I thought there was no point doing anything
3.None of the above choices .

Response: 2"
0,"Context: It was vague and usually had comments like "" joked around a bit "" and "" good contributor "" . These comments are vague as opposed to comments I received when I was in a group I had more interest in . I received more complete comments on what my participation was .
Question: Why did you receive more complete compliments from the groups you were more interested in ?
Options:
0.Those groups happened to give better feedback because they were just better
1.I think I worked harder in those groups and so it was easier to provide more complete compliments for those
2.Those groups cared more about their members than other groups
3.Those groups wanted to make me happy by giving me more complete compliments
","Choose the correct response: 0, 1, 2, or 3
Context: It was vague and usually had comments like "" joked around a bit "" and "" good contributor "" . These comments are vague as opposed to comments I received when I was in a group I had more interest in . I received more complete comments on what my participation was .
Question: Why did you receive more complete compliments from the groups you were more interested in ?
Options:
0.Those groups happened to give better feedback because they were just better
1.I think I worked harder in those groups and so it was easier to provide more complete compliments for those
2.Those groups cared more about their members than other groups
3.Those groups wanted to make me happy by giving me more complete compliments

Response: 1"
0,"Context: So I have been searching long and hard but it just seems to take so long for a company to get back with you about the position you applied for . Not getting back to me soon enough . My bills are starting to overwhelm me , they do n't stop coming but the money did so that means trouble .
Question: Why are my bills overwhelming me and the money stopped coming ?
Options:
0.I lost my well paying job .
1.I lost my vacation days .
2.I ca n't get off medical leave .
3.I am taking a sabbatical .
","Choose the correct response: 0, 1, 2, or 3
Context: So I have been searching long and hard but it just seems to take so long for a company to get back with you about the position you applied for . Not getting back to me soon enough . My bills are starting to overwhelm me , they do n't stop coming but the money did so that means trouble .
Question: Why are my bills overwhelming me and the money stopped coming ?
Options:
0.I lost my well paying job .
1.I lost my vacation days .
2.I ca n't get off medical leave .
3.I am taking a sabbatical .

Response: 2"
0,"Context: So I have been searching long and hard but it just seems to take so long for a company to get back with you about the position you applied for . Not getting back to me soon enough . My bills are starting to overwhelm me , they do n't stop coming but the money did so that means trouble .
Question: Why are my bills overwhelming me and the money stopped coming ?
Options:
0.I ca n't get off medical leave .
1.I am taking a sabbatical .
2.I lost my vacation days .
3.I ca n't get a new job .
","Choose the correct response: 0, 1, 2, or 3
Context: So I have been searching long and hard but it just seems to take so long for a company to get back with you about the position you applied for . Not getting back to me soon enough . My bills are starting to overwhelm me , they do n't stop coming but the money did so that means trouble .
Question: Why are my bills overwhelming me and the money stopped coming ?
Options:
0.I ca n't get off medical leave .
1.I am taking a sabbatical .
2.I lost my vacation days .
3.I ca n't get a new job .

Response: 2"
0,"Context: We do n't normally get excited about mundane things like hand soap , and we know practically nothing about flowers , but this weekend we visited a friend and discovered a bottle of Mrs. Meyer 's geranium liquid hand soap in his bathroom . It smelled so good we wanted to drink it . The company 's web site says you can use it on your entire body , not just your hands .
Question: Why do we know practically nothing about flowers ?
Options:
0.Because this weekend we visited a friend .
1.None of the above choices .
2.Because we discovered a bottle of Mrs. Meyer 's geranium liquid hand soap .
3.Because we do n't normally get excited about mundane things like hand soap .
","Choose the correct response: 0, 1, 2, or 3
Context: We do n't normally get excited about mundane things like hand soap , and we know practically nothing about flowers , but this weekend we visited a friend and discovered a bottle of Mrs. Meyer 's geranium liquid hand soap in his bathroom . It smelled so good we wanted to drink it . The company 's web site says you can use it on your entire body , not just your hands .
Question: Why do we know practically nothing about flowers ?
Options:
0.Because this weekend we visited a friend .
1.None of the above choices .
2.Because we discovered a bottle of Mrs. Meyer 's geranium liquid hand soap .
3.Because we do n't normally get excited about mundane things like hand soap .

Response: 2"
0,"Context: That 's right - this empowerment of young women was motivated by legislation introduced to increase access for young women to quality athletic training and competition . This is indeed the life breath of the civil rights movement in action motivating today 's teens to invest their hearts and souls in the realization of their potential . Sometimes I think we take the effects of Title IX for granted , but whether watching the finest female athletes in the country competing on a world stage , or watching teenage girls working together to win a high school volleyball match , the benefits become clear . These girls are the women who will lead us to a brighter tomorrow .
Question: What might happen because of the legislation ?
Options:
0.Less females would have the opportunity to become athletes .
1.The effects of Title IX would be reduced .
2.More females would have the opportunity to become athletes .
3.Young women would have to take the world stage to fight against the legislation .
","Choose the correct response: 0, 1, 2, or 3
Context: That 's right - this empowerment of young women was motivated by legislation introduced to increase access for young women to quality athletic training and competition . This is indeed the life breath of the civil rights movement in action motivating today 's teens to invest their hearts and souls in the realization of their potential . Sometimes I think we take the effects of Title IX for granted , but whether watching the finest female athletes in the country competing on a world stage , or watching teenage girls working together to win a high school volleyball match , the benefits become clear . These girls are the women who will lead us to a brighter tomorrow .
Question: What might happen because of the legislation ?
Options:
0.Less females would have the opportunity to become athletes .
1.The effects of Title IX would be reduced .
2.More females would have the opportunity to become athletes .
3.Young women would have to take the world stage to fight against the legislation .

Response: 2"
0,"Context: I decided to write about my mom 's life . It 's dramatic and it 's a story of success . I ' m still trying to decide whether I should change the names in it so that I do n't upset relatives . In the first draft though , I 'll stick to the real names to make it a little easier to write . Today am still feeling dizzy and feverish plus my nose is stuffed up .
Question: What may be different if the narrator 's mother did n't have a dramatic life ?
Options:
0.None of the above choices .
1.They would be writing a story about it
2.She would not have been successful
3.They would not be writing a story about it
","Choose the correct response: 0, 1, 2, or 3
Context: I decided to write about my mom 's life . It 's dramatic and it 's a story of success . I ' m still trying to decide whether I should change the names in it so that I do n't upset relatives . In the first draft though , I 'll stick to the real names to make it a little easier to write . Today am still feeling dizzy and feverish plus my nose is stuffed up .
Question: What may be different if the narrator 's mother did n't have a dramatic life ?
Options:
0.None of the above choices .
1.They would be writing a story about it
2.She would not have been successful
3.They would not be writing a story about it

Response: 2"
0,"Context: I really want to have everyday to mug as well ; I want to stop giving myself the excuse that I have to work at my own pace due to my schedule and in the case I do n't score so well , I ca n't really help it because I have done my best out of what I can do . BUT I freaking do n't want to see my efforts put to waste , or free so freaking stressed with the management of time . I can foresee myself pulling my hair out and crying due to stress nearing Promos if this all continues . I am going to try to solve the problem .
Question: Why can the writer foresee pulling their hair out ?
Options:
0.Because they want to stop giving themselves excuses .
1.None of the above choices .
2.Because they are frustrated .
3.Because they have to work at their own pace .
","Choose the correct response: 0, 1, 2, or 3
Context: I really want to have everyday to mug as well ; I want to stop giving myself the excuse that I have to work at my own pace due to my schedule and in the case I do n't score so well , I ca n't really help it because I have done my best out of what I can do . BUT I freaking do n't want to see my efforts put to waste , or free so freaking stressed with the management of time . I can foresee myself pulling my hair out and crying due to stress nearing Promos if this all continues . I am going to try to solve the problem .
Question: Why can the writer foresee pulling their hair out ?
Options:
0.Because they want to stop giving themselves excuses .
1.None of the above choices .
2.Because they are frustrated .
3.Because they have to work at their own pace .

Response: 2"
0,"Context: We sang two lines each and sang the chorus together . Q. You ' ve performed in numerous large - scale concerts throughout your career , but is n't this your first time performing in front of 90,000 audience members and billions of TV viewers ? A. I performed in front of 40,000 audience members during my Beijing concert .
Question: Why did the singer perform in front of 40,000 audience members ?
Options:
0.Because they sang the chorus together .
1.None of the above choices .
2.Because they performed in front of billions of TV viewers .
3.Because they are a popular and talented singer .
","Choose the correct response: 0, 1, 2, or 3
Context: We sang two lines each and sang the chorus together . Q. You ' ve performed in numerous large - scale concerts throughout your career , but is n't this your first time performing in front of 90,000 audience members and billions of TV viewers ? A. I performed in front of 40,000 audience members during my Beijing concert .
Question: Why did the singer perform in front of 40,000 audience members ?
Options:
0.Because they sang the chorus together .
1.None of the above choices .
2.Because they performed in front of billions of TV viewers .
3.Because they are a popular and talented singer .

Response: 2"
0,"Context: These drugs are generally used for their intoxicating and inhibition - releasing properties critically ill patients with severe acute respiratory seroquel dosage anxiety syndrome . Nausea , vomiting , diarrhea , myalgia , agitation , insomnia , anxiety symptoms ( eps ) and dose - relatedness for eps associated with seroquel treatment three methods were used to . Buspar ( buspirone ) is indicated for the management of anxiety disorders atarax used for seroquel help with depression paxil for depression buspar and social anxiety long term .
Question: What might happen if you take these drugs ?
Options:
0.You would experience less anxiety .
1.None of the above choices .
2.You would have to take seroquel with the drugs to remove the unpleasant side - effects .
3.You would experience unpleasant side - effects .
","Choose the correct response: 0, 1, 2, or 3
Context: These drugs are generally used for their intoxicating and inhibition - releasing properties critically ill patients with severe acute respiratory seroquel dosage anxiety syndrome . Nausea , vomiting , diarrhea , myalgia , agitation , insomnia , anxiety symptoms ( eps ) and dose - relatedness for eps associated with seroquel treatment three methods were used to . Buspar ( buspirone ) is indicated for the management of anxiety disorders atarax used for seroquel help with depression paxil for depression buspar and social anxiety long term .
Question: What might happen if you take these drugs ?
Options:
0.You would experience less anxiety .
1.None of the above choices .
2.You would have to take seroquel with the drugs to remove the unpleasant side - effects .
3.You would experience unpleasant side - effects .

Response: 2"
0,"Context: At the beginning of the change there were jet airplanes . Letting us jump from one place to another in a matter of hours . Then automated long distance telephony services came along . It was enough to add two or three country code digits and we could here somebody on the other side of the ocean .
Question: Why did jet airplanes allow us jump from one place to another in a matter of hours ?
Options:
0.Because it was enough to add two or three country code digits .
1.Because automated long distance telephony services came along .
2.Because it was the beginning of a change .
3.None of the above choices .
","Choose the correct response: 0, 1, 2, or 3
Context: At the beginning of the change there were jet airplanes . Letting us jump from one place to another in a matter of hours . Then automated long distance telephony services came along . It was enough to add two or three country code digits and we could here somebody on the other side of the ocean .
Question: Why did jet airplanes allow us jump from one place to another in a matter of hours ?
Options:
0.Because it was enough to add two or three country code digits .
1.Because automated long distance telephony services came along .
2.Because it was the beginning of a change .
3.None of the above choices .

Response: 0"
0,"Context: We went to the valet window to give them my ticket . First incident was after about 25 minutes someone came up to me asking me what kind of car of car was I waiting for . 15 minutes later they came and asked me what color was the car that I had .
Question: What is probably true about the narrator ?
Options:
0.None of the above choices .
1.They are not pleased with the valet service
2.They had no trouble with the valet service
3.They are pleased with the valet service
","Choose the correct response: 0, 1, 2, or 3
Context: We went to the valet window to give them my ticket . First incident was after about 25 minutes someone came up to me asking me what kind of car of car was I waiting for . 15 minutes later they came and asked me what color was the car that I had .
Question: What is probably true about the narrator ?
Options:
0.None of the above choices .
1.They are not pleased with the valet service
2.They had no trouble with the valet service
3.They are pleased with the valet service

Response: 2"
