,statement,choice
0, My knee was scrapped and I put dirt on it. ,"#statement:  My knee was scrapped and I put dirt on it. 
Choose the option regarding why this statement is against common sense:
A. The wound is dirty.
B. Dirt is natural because it is from nature.
C. Dirt cannot cure or protect the wound.
choice:  B"
0, Jeremy fetches a bull from the cabinet. ,"#statement:  Jeremy fetches a bull from the cabinet. 
Choose the option regarding why this statement is against common sense:
A. Bull's are usually black while cabinets are usually brown.
B. A bull is much bigger than a cabinet.
C. A bull cannot eat cans of soup in a cabinet.
choice:  B"
0, the TV is walking away ,"#statement:  the TV is walking away 
Choose the option regarding why this statement is against common sense:
A. the TV is for playing videos
B. the TV is missing
C. TV is unmovable
choice:  C) The tv Is Un movable, as it's a stationary electronic device that cannot walk or move on its own"
0, Something you find at a hotel is n cow shelter ,"#statement:  Something you find at a hotel is n cow shelter 
Choose the option regarding why this statement is against common sense:
A. Cow shelter will smell very bad
B. A hotel is much larer than a cow shelter
C. Hotel is only for human guest and no hotel will have cow shelter insider
choice:  C)Hotel is only meant to accommodate humans, not animals like cows"
0, He purchased chemical and cement to prepare a sandwich for dinner ,"#statement:  He purchased chemical and cement to prepare a sandwich for dinner 
Choose the option regarding why this statement is against common sense:
A. no one can buy chemical and cement to make a sandwich
B. vegetables are usually purchased in the car repair shop
C. To make a tasty sandwich add more chemical
choice:  B"
0, i am going are computer buy on mobile shop ,"#statement:  i am going are computer buy on mobile shop 
Choose the option regarding why this statement is against common sense:
A. a mobile shop is not computer sale
B. a mobile shop is mini budgets gadgets mobile sale
C. mobile shop is an only mobile sale
choice:  B) A Mobile Shop Is Mini Budget Gadets For Sale"
0, God lives physically on earth ,"#statement:  God lives physically on earth 
Choose the option regarding why this statement is against common sense:
A. Some people trust that god once lived on the earth
B. God handed the bible to the man piously and returned home
C. The god is a characater wrote by people
choice:  C)The gods are characters written by peopl"
0, A family do not need a house. ,"#statement:  A family do not need a house. 
Choose the option regarding why this statement is against common sense:
A. The family lives in a hotel.
B. That family bought a house last week
C. Usually, a family need a house to live in
choice:  C"
0, We need fire to survive. ,"#statement:  We need fire to survive. 
Choose the option regarding why this statement is against common sense:
A. Fire helps people cook food
B. Fire doesn't produce oxygen and destroys everything around us.
C. Fire is red in color like blood
choice:  B)Fire does not provide any nutritional value, it only consumes things for energy"
0, he was given sweets as he failed the exam ,"#statement:  he was given sweets as he failed the exam 
Choose the option regarding why this statement is against common sense:
A. he does not like sweets
B. no one celebrates the failure
C. the exam is difficult for him
choice:  C) The Exam Is Difficult For Him"
0, the Amazon rainforest does not have any animals on it ,"#statement:  the Amazon rainforest does not have any animals on it 
Choose the option regarding why this statement is against common sense:
A. the Amazon rainforest's condition is good for animal growth
B. the Amazon rainforest has an abundance of unique animal species on it
C. the Amazon rainforest is the biggest rainforest in the world
choice:  B) The Amazon Rain forest Has An Abundant Number Of Unique Animal Species On It"
0, He filled his Car Tank with  water. ,"#statement:  He filled his Car Tank with  water. 
Choose the option regarding why this statement is against common sense:
A. Gasoline is flammable while water can quench flames.
B. Water cannot be used to power a Car.
C. The density of water is greater than that of Gasoline.
choice:  B"
0, They stored food in the ground in summer ,"#statement:  They stored food in the ground in summer 
Choose the option regarding why this statement is against common sense:
A. They were eating food in the ground
B. Food should be stored in low temperature
C. They put their food in the ground
choice:  C) they put there food on grounds"
0, dogs can live underwater ,"#statement:  dogs can live underwater 
Choose the option regarding why this statement is against common sense:
A. dogs haven't organs to breath underwater
B. dogs can swim in the water
C. Some dogs hate the water
choice:  A"
0, the family adopted a dinosaur to be their new pet ,"#statement:  the family adopted a dinosaur to be their new pet 
Choose the option regarding why this statement is against common sense:
A. the dinosaurs died out long ago
B. many different animals can make good pets
C. some dinosaurs are carnivorous animals
choice:  C) Some Dinosaurs Are Carnivorus Animals"
0, Something you find at the road is a t.v. ,"#statement:  Something you find at the road is a t.v. 
Choose the option regarding why this statement is against common sense:
A. Road is public place while the house is private
B. Road is for vehicles
C. No one watches t.v. on road.
choice:  C, noone Watch T V On The Roads"
0, Mowing the lawn requires zero people to accomplish the task. ,"#statement:  Mowing the lawn requires zero people to accomplish the task. 
Choose the option regarding why this statement is against common sense:
A. Mowing the lawn costs depends on the area of the lawn
B. You need at least one person, to mow the lawn.
C. He mowing the lawn himself in weekends
choice:  B) you need atleastonepersontoomownthelawn"
0, It is easy to see the stars on a clear day. ,"#statement:  It is easy to see the stars on a clear day. 
Choose the option regarding why this statement is against common sense:
A. Stars are shining day and night.
B. Sunlight is many orders of magnitude brighter than starlight.
C. No stars are brighter than the sun for the earth.
choice:  B"
0, she sipped a shoe ,"#statement:  she sipped a shoe 
Choose the option regarding why this statement is against common sense:
A. shoes are inedible
B. the shoe is small
C. shoes come in pairs
choice:  A) Shoe's aren’t edible, so it doesn’t make any sens to sip one"
0, Helicopters can speak English ,"#statement:  Helicopters can speak English 
Choose the option regarding why this statement is against common sense:
A. Helicopters flies lower than planes
B. Helicopters are noisy.
C. Helicopters cannot speak at all.
choice:  C)Helicoterscannot speekatall"
0, A normal person has 4 arms ,"#statement:  A normal person has 4 arms 
Choose the option regarding why this statement is against common sense:
A. A normal person has 2 legs
B. Arms are shorter than legs
C. A normal person has only 2 arms
choice:  C) a Normal Person Has Only Two Arms"
0, I finished my studies inside the sewer ,"#statement:  I finished my studies inside the sewer 
Choose the option regarding why this statement is against common sense:
A. A sewer is not a place to study
B. Homework is too many and a sewer is dirty
C. A study would not happen in a sewer
choice:  C"
0, Eating loves me ,"#statement:  Eating loves me 
Choose the option regarding why this statement is against common sense:
A. eating is action
B. eating has no emotions
C. love is fake
choice:  B, because it implies that food or any other inanimate object can have feelings for someone which goes agaisnt our understanding of how emotion and consciousness work"
0, The sun comes out at night ,"#statement:  The sun comes out at night 
Choose the option regarding why this statement is against common sense:
A. Sun never comes out at night,  the moon and stars do
B. At night,  you can not see the sun clearly
C. The moon reflects the light of the sun at night
choice:  B"
0, You can use your eyes to eat ,"#statement:  You can use your eyes to eat 
Choose the option regarding why this statement is against common sense:
A. People should keep their eyes clean
B. people need to eat and see
C. People use mouth to eat and eyes to see
choice:  C)People usemouthtoeatand eyeestosee"
0, onions are grown in the tree ,"#statement:  onions are grown in the tree 
Choose the option regarding why this statement is against common sense:
A. onion layers are like tree rings
B. the tree was growing upper not like an onion
C. onions are not possible to grow in the tree
choice:  B, The Tree Was Growing Upside Down Like An Onion"
0, You can open a jar with your teeth. ,"#statement:  You can open a jar with your teeth. 
Choose the option regarding why this statement is against common sense:
A. Hair can be used in an emergency.
B. Hair is an emergency.
C. Opening a jar with your teeth is impossible.
choice:  C"
0, Beer that is drunk by humans is white ,"#statement:  Beer that is drunk by humans is white 
Choose the option regarding why this statement is against common sense:
A. white men like drinking beer
B. Beer is made of barley and it is a yellow drink
C. the man in white is drinking beer
choice:  B -Beer is made from malted cereals, mainly barley ,wheat or rye .It's not typically ""white"""
0, You should leave the lights on when you leave the room. ,"#statement:  You should leave the lights on when you leave the room. 
Choose the option regarding why this statement is against common sense:
A. Some lights can be off automatically
B. The new technology of light can save electricity
C. Leaving the lights on is a waste of electricity
choice:  C)Leaving the lights on is a waste of energy"
0, You can dance anywhere. ,"#statement:  You can dance anywhere. 
Choose the option regarding why this statement is against common sense:
A. It is imppropriate to dance in some places, like the library
B. There are specific place for people to dance
C. Some people don't know how to dance
choice:  A"
0, A train is used for sailing ,"#statement:  A train is used for sailing 
Choose the option regarding why this statement is against common sense:
A. Trains travel on rails
B. A train has wagons
C. A train is a form of transport
choice:  B) The Train Has Wagon's"
0, The boy wore his new shoes on his back. ,"#statement:  The boy wore his new shoes on his back. 
Choose the option regarding why this statement is against common sense:
A. The bottom of shoes can be curved just like spines.
B. No one wears shoes on their backs.
C. Shoes are light and can be carried around.
choice:  B"
0, He drinks energy drinks before sleeping ,"#statement:  He drinks energy drinks before sleeping 
Choose the option regarding why this statement is against common sense:
A. before praying,  he drinks some energy drinks
B. pray makes you relaxing while energy drinks make you energetic
C. Praying before sleeping is a  great way to sleep peacefully.
choice:  B"
0, I use grass to cut my lawnmower. ,"#statement:  I use grass to cut my lawnmower. 
Choose the option regarding why this statement is against common sense:
A. Grass cannot cut a lawnmower.
B. Grass is green and the lawnmower is red.
C. Grass isn't sharp enough to cut a lawnmower
choice:  A"
0, the owner of the restaurant apologized for the good customer service ,"#statement:  the owner of the restaurant apologized for the good customer service 
Choose the option regarding why this statement is against common sense:
A. almost any restaurant can benefit from good customer service
B. good customer service isn't a fault, so no one should apologize for it
C. To apologize to his friends, he invites them to a restaurant which offers good customer service
choice:  B - Good Customer Service Isn’T A Fault So No One Should Apologise For It"
0, she eats a table for breakfast every day ,"#statement:  she eats a table for breakfast every day 
Choose the option regarding why this statement is against common sense:
A. eggs are usually small while tables are big
B. eggs are edible while tables are inedible
C. eggs do not come from tables
choice:  C"
0, Molly ordered the AC on ,"#statement:  Molly ordered the AC on 
Choose the option regarding why this statement is against common sense:
A. People turn on the AC when it is hot
B. Molly can't live without the AC in summer.
C. Molly cannot control the AC without touching it.
choice:  B)Molly cant Live Without The Ac In Summer"
0, the comedian performed magic tricks ,"#statement:  the comedian performed magic tricks 
Choose the option regarding why this statement is against common sense:
A. the magician made the comedian disappear
B. the comedian doesn't like magic tricks
C. the comedian isn't usually a magician
choice:  C) The Comedian Isn’t Usually A Magician"
0, SHE EAT A MOBILE PHONE ,"#statement:  SHE EAT A MOBILE PHONE 
Choose the option regarding why this statement is against common sense:
A. NO ONE EAT MOBILE PHONES
B. MOBILE PHONE IS USUALLY BLACK IN COLOR
C. MOBILE PHONE CANNOT EAT FOOD
choice:  (D) IT'S IMPOSSIBLE FOR HER TO SWALLOW THE WHOLE THING"
0, Dolphins are fish. ,"#statement:  Dolphins are fish. 
Choose the option regarding why this statement is against common sense:
A. Dolphins are warm-blooded and breathe air, which are characteristics of mammals, and not fish.
B. Dolphins have fins.
C. Dolphins live in the ocean.
choice:  A"
0," in summers, always the weather is cold. ","#statement:  in summers, always the weather is cold. 
Choose the option regarding why this statement is against common sense:
A. sometimes it can be a little cool in summer.
B. summers are the hot seasons.
C. Cold drinks are suitable for summer
choice:  A) Sometimes It Can Be Little Cool In Summer"
0, The animals bloomed in the spring ,"#statement:  The animals bloomed in the spring 
Choose the option regarding why this statement is against common sense:
A. Animals don't bloom like flowers
B. Animals can feed on flowers
C. Spring is the best season for many animals to find food
choice:  B"
0, The stone can float on the water ,"#statement:  The stone can float on the water 
Choose the option regarding why this statement is against common sense:
A. wood and stone are different materials
B. Stones are too heavy to float on the water
C. You can find stones and water in the river
choice:  B, Stone's weight makes it sink instead of floating"
0, He hide a lion in the closet. ,"#statement:  He hide a lion in the closet. 
Choose the option regarding why this statement is against common sense:
A. The lions are yellow and the closet is red
B. The lions are smaller than the closet.
C. No owns lions as pets.
choice:  C)No one owes lions as pets"
0, A soldier shot with a guitar. ,"#statement:  A soldier shot with a guitar. 
Choose the option regarding why this statement is against common sense:
A. A guitar serves to make musical sounds.
B. Guitars are usually golden while revolvers are black.
C. A guitar cannot shoot with a revolver.
choice:  C"
0, Breakfast is eating during the night. ,"#statement:  Breakfast is eating during the night. 
Choose the option regarding why this statement is against common sense:
A. Breakfast is the first meal of the day.
B. Many people don't eat breakfast now
C. The night comes after the day.
choice:  B"
0, It is easy to find seashells in the forest ,"#statement:  It is easy to find seashells in the forest 
Choose the option regarding why this statement is against common sense:
A. the trees are bigger than the seashells
B. seashells don't grow on trees
C. the seashells are harder than the trees
choice:  B, Seahshels do not grown oon Trees"
0, She went to college to learn how to drive a car ,"#statement:  She went to college to learn how to drive a car 
Choose the option regarding why this statement is against common sense:
A. College is too expensive for most people
B. She would never qualify for college
C. Colleges do not typically give driving lessons
choice:  C"
0, He can fly. ,"#statement:  He can fly. 
Choose the option regarding why this statement is against common sense:
A. People have no wings so that they can not fly
B. Person can not catch the bird flying in the sky easily
C. people have different desires
choice:  B"
0, The library is under a river downtown ,"#statement:  The library is under a river downtown 
Choose the option regarding why this statement is against common sense:
A. Libraries aren't built under rivers
B. the Library is near a river
C. A man-made river is in the library
choice:  B, because libraries are typically located on land and not submerged beneath water"
0, short is life ,"#statement:  short is life 
Choose the option regarding why this statement is against common sense:
A. short is not a timeframe
B. Some people don't think their lives are short
C. a day is shorter than a year
choice:  B"
0, Water is not healthy. ,"#statement:  Water is not healthy. 
Choose the option regarding why this statement is against common sense:
A. Most of the human body is made up of water.
B. The earth is roughly 70% covered in water.
C. Water is essential to all life like air, and is vital.
choice:  C"
0, eating trash food every day makes you stronger ,"#statement:  eating trash food every day makes you stronger 
Choose the option regarding why this statement is against common sense:
A. trash food usually tastes good
B. eating trash food will make you feel happy
C. eating trash food every day makes your body fat and weak
choice:  C) Eating garbage meals on a daily basis can cause weight gain, which may result in muscle loss or other health issues due to an imbalance of nutrients over time"
0, People like to eat land ,"#statement:  People like to eat land 
Choose the option regarding why this statement is against common sense:
A. there is some food on the land
B. People don't eat earth as food
C. People can't eat dirt
choice:  B"
0, The reality readers live in is the same as the fictitious worlds authors create in fiction novels. ,"#statement:  The reality readers live in is the same as the fictitious worlds authors create in fiction novels. 
Choose the option regarding why this statement is against common sense:
A. the fiction describes a world that does not exist
B. The fictitious world's authors create can be the reflection of the author's real world.
C. The fictitious worlds in novels are created by authors for readers in the real world.
choice:  B"
0, He rides rockets all days ,"#statement:  He rides rockets all days 
Choose the option regarding why this statement is against common sense:
A. Rockets are much bigger than a bike
B. Rockets are not common transportation tools
C. Rockets are more expensive than a bike
choice:  B)Rockets are not commonly used as personal vehicles, and it would be impractical for someone to ride them every day"
0, Planes float on water. ,"#statement:  Planes float on water. 
Choose the option regarding why this statement is against common sense:
A. planes are bigger than the small boat
B. Planes fly in the sky, and boats float on water
C. he owns private planes and boats
choice:  B - Plane's don’t actually “float” they displace a volume of fluid (water or air) equal to their weight"
0, I can lit a car ,"#statement:  I can lit a car 
Choose the option regarding why this statement is against common sense:
A. people can drive a car
B. she lifts a book onto her car
C. A car is too heavy for people to lift up
choice:  B"
0, standing up for long hours is relaxing ,"#statement:  standing up for long hours is relaxing 
Choose the option regarding why this statement is against common sense:
A. standing up can keep you slim
B. you must stand up when your name is called out
C. standing up for a long time will make your body tired
choice:  C) Standing upright to get some fresh air and stretch after sitting or lying down may help relieve tension, but prolonged periods of standing are not recommended as it puts excessive"
0, A stove sits on a pan ,"#statement:  A stove sits on a pan 
Choose the option regarding why this statement is against common sense:
A. pans are usually black or silver
B. A stove can be really hot
C. A pan is much smaller than a stove
choice:  B - Stoves get very,very Hot"
0, I would like to fry a laptop ,"#statement:  I would like to fry a laptop 
Choose the option regarding why this statement is against common sense:
A. frying the laptop will damage the machine
B. I played the laptop while eating fried food
C. I learned to fry potatoes from the laptop
choice:  A) Frying the Laptop Will Damage The Machine"
0, The goldfish ate a cat. ,"#statement:  The goldfish ate a cat. 
Choose the option regarding why this statement is against common sense:
A. Goldfish are herbivores
B. Goldfish and cats live on Earth.
C. The cat is lovely.
choice:  B"
0, I put the leftover food in the oven. ,"#statement:  I put the leftover food in the oven. 
Choose the option regarding why this statement is against common sense:
A. People cook in an oven.
B. You can eat leftover food later.
C. Ovens cannot be used to store food
choice:  B - you can eat left over food latter"
0, Lasagna is often eaten during movies. ,"#statement:  Lasagna is often eaten during movies. 
Choose the option regarding why this statement is against common sense:
A. Few people eat lasagna during movies.
B. Lasagna is the favorite food of some people.
C. Lasagna is a type of pasta that usually has meat.
choice:  B"
0, You are more likely to overeat on a full stomach. ,"#statement:  You are more likely to overeat on a full stomach. 
Choose the option regarding why this statement is against common sense:
A. Overeating can lead to overweight
B. You can hardly eat anything if your stomach is already full
C. Overeating is not healthy
choice:  B"
0, the cow had a significant amount of rust ,"#statement:  the cow had a significant amount of rust 
Choose the option regarding why this statement is against common sense:
A. rust is most often reddish in color
B. cows are likely to be found on farms
C. only certain metals can rust
choice:  C) Only certain types or metal will rusted"
